d w z t
21 22 5 0
21 26 0 1
21 22 5 0
21 22 5 0
21 26 5 0
21 26 5 0
21 34 0 1
21 30 0 1
21 24 0 1
21 22 5 0
21 22 5 0
21 24 0 1
21 30 0 3
21 39 5 0
21 11 0 2
21 17 0 1
21 31 5 0
21 39 5 0
21 21 5 0
21 22 5 0
21 39 5 0
21 21 5 0
100 18 9 1
100 21 3 0
100 2 4 2
100 18 3 0
100 10 9 1
100 47 9 1
100 31 4 2
100 31 9 1
100 2 4 2
100 24 3 0
100 24 4 3
72 27 6 0
72 44 6 0
57 49 9 0
59 19 10 0
59 19 10 0
59 24 10 0
59 19 10 0
59 6 10 0
59 46 10 0
59 19 10 0
59 19 10 0
59 16 10 0
59 19 10 0
73 31 5 0
73 27 6 1
73 48 2 2
73 18 5 3
73 21 5 0
64 4 6 0
64 43 6 1
64 4 6 1
64 20 6 1
64 43 6 0
64 36 6 0
50 33 8 0
50 12 8 0
50 37 8 0
50 15 8 0
50 33 8 0
30 24 0 1
30 6 2 0
30 47 6 2
30 47 8 3
46 24 4 0
46 28 4 0
46 49 0 1
46 28 4 0
46 28 4 0
46 28 4 2
46 24 6 3
46 24 4 0
52 31 2 0
52 42 2 0
52 42 2 0
52 11 3 1
52 42 2 0
52 1 2 0
52 42 2 0
52 20 2 0
52 31 2 0
62 38 8 0
79 12 6 0
79 27 6 0
79 12 6 0
79 36 6 0
79 46 6 0
79 43 6 0
108 3 6 0
108 24 2 1
98 7 9 0
98 35 0 1
98 35 0 1
42 3 6 1
42 45 6 1
42 0 1 0
42 0 1 0
70 9 8 0
70 3 8 0
70 9 8 0
70 9 8 0
92 24 2 1
92 43 6 0
92 9 6 0
92 31 2 1
92 12 6 0
92 20 2 1
92 21 3 2
92 31 2 1
92 24 2 1
92 20 2 1
92 24 2 1
92 31 2 1
92 44 6 3
53 24 3 0
53 41 3 0
53 41 3 0
53 19 0 1
97 12 7 1
97 15 4 0
97 16 6 2
25 16 0 0
25 17 7 1
25 24 0 0
25 24 0 0
25 32 0 0
25 3 8 2
13 24 2 0
13 47 2 0
13 20 2 0
13 20 2 1
13 47 6 2
13 47 2 0
13 26 2 0
13 47 2 0
13 20 2 0
13 16 2 0
13 20 2 0
13 31 2 0
13 47 2 0
13 31 2 0
13 39 2 0
13 47 2 0
13 20 2 0
13 25 2 0
74 39 0 2
74 31 3 3
74 31 9 1
74 31 9 1
74 30 9 0
74 25 0 2
74 39 9 1
74 26 0 2
74 10 9 0
74 10 9 0
74 11 3 3
63 46 7 0
63 36 7 0
63 4 7 0
63 28 7 0
76 23 1 0
76 20 1 0
76 20 1 0
76 0 1 0
76 0 1 0
76 12 1 0
76 20 1 0
76 23 1 0
76 0 1 0
76 20 1 0
76 20 1 0
76 20 1 0
76 16 1 0
76 20 1 0
76 0 1 0
76 23 1 0
66 12 7 0
66 12 7 0
66 43 8 1
20 21 5 1
20 41 8 2
20 31 5 1
20 32 0 0
20 21 5 1
20 39 0 0
20 39 0 0
20 39 5 1
20 30 0 0
20 39 5 1
20 21 5 1
20 39 5 1
20 24 0 0
20 32 0 0
20 3 0 0
102 9 6 0
102 12 6 0
102 32 2 1
35 25 2 0
35 31 2 0
35 12 6 1
35 7 2 0
35 7 2 0
35 7 2 0
35 40 2 0
35 7 2 0
35 31 2 0
35 32 2 0
35 31 2 0
35 31 2 0
35 31 5 2
35 30 2 0
35 7 2 0
35 14 2 0
35 7 2 0
35 31 2 0
36 39 2 0
36 24 2 0
36 7 2 0
36 35 2 0
36 7 2 0
36 48 2 0
36 30 2 0
36 14 2 0
36 22 2 0
36 40 6 1
36 39 2 0
36 20 2 0
36 42 2 0
36 7 2 0
36 40 2 2
36 20 2 0
36 35 2 0
36 7 2 0
36 40 2 0
36 1 3 3
88 47 6 0
88 43 6 0
83 47 2 1
83 45 6 0
83 45 6 0
83 45 6 0
83 36 2 1
83 45 6 0
83 4 6 0
6 24 0 3
6 26 0 3
6 31 4 1
6 24 4 1
6 13 4 2
6 30 0 3
6 6 11 0
6 2 4 2
6 31 0 3
6 31 0 3
6 13 0 3
6 6 11 0
7 16 6 0
68 27 6 0
58 1 4 0
58 1 4 0
58 16 4 0
58 24 4 0
58 17 4 0
58 41 4 0
69 15 7 0
69 27 7 0
69 28 7 0
69 5 7 0
69 36 7 0
69 5 7 0
69 12 7 0
69 36 7 0
69 36 7 0
16 0 1 0
16 17 4 1
16 37 4 1
16 20 1 0
14 41 8 2
14 20 2 1
14 39 2 1
14 16 6 0
14 20 2 1
14 39 2 1
14 31 2 3
14 20 2 1
14 16 8 2
14 39 2 1
14 47 6 0
14 12 8 2
14 20 2 1
14 39 2 3
14 40 6 0
14 33 8 2
14 20 2 3
89 42 3 1
89 5 6 0
89 49 3 1
89 47 6 0
89 41 3 2
34 15 4 0
34 37 4 0
34 17 4 0
10 20 0 0
10 29 0 0
10 20 0 0
10 29 0 0
10 29 0 0
10 20 0 0
10 30 0 0
10 32 0 0
10 30 0 0
10 16 0 0
10 11 0 0
10 30 0 0
10 32 0 0
10 29 0 0
10 39 0 0
10 14 0 0
10 30 0 0
10 32 0 0
10 31 2 1
10 24 0 0
10 20 2 1
10 11 0 0
10 32 0 0
10 30 0 0
10 26 0 0
10 20 0 0
10 39 0 0
77 17 8 0
77 16 8 0
77 15 8 0
77 48 8 0
77 43 8 0
77 13 3 1
77 43 8 0
77 15 8 0
84 36 7 0
84 12 7 0
84 46 7 0
84 18 7 0
84 47 10 1
37 39 2 0
37 48 2 0
37 24 2 0
37 14 2 0
37 7 2 0
37 48 2 0
37 48 2 0
37 39 2 0
37 20 2 0
37 39 2 0
37 39 2 0
37 48 2 0
37 14 2 0
37 24 2 0
37 17 2 0
37 20 2 0
37 31 2 0
80 26 0 0
80 45 0 0
80 30 0 0
80 16 0 0
80 11 0 0
80 20 0 0
1 45 5 0
1 13 3 1
1 7 5 0
1 31 3 1
1 31 2 2
1 39 5 0
1 20 2 3
1 8 3 1
1 8 3 4
1 39 5 0
1 45 5 0
1 8 3 1
1 13 3 1
1 31 3 1
1 39 5 0
60 47 9 0
60 43 6 1
60 9 6 1
60 45 9 0
0 16 6 0
0 37 8 1
0 44 6 0
28 24 0 0
28 11 0 0
28 24 0 0
28 29 0 0
28 24 0 0
28 24 0 0
28 30 0 0
28 39 0 0
28 29 0 0
28 11 0 0
28 3 0 0
28 29 0 0
28 39 0 0
65 36 7 0
65 12 7 0
65 36 7 0
65 36 7 0
65 27 7 0
65 28 7 0
65 5 7 0
65 15 7 0
65 5 7 0
99 13 6 0
99 5 6 0
99 13 6 0
99 9 6 0
99 13 6 0
99 9 6 0
99 49 6 0
99 13 6 0
99 27 6 0
5 37 11 0
5 20 2 1
18 11 0 1
18 31 2 0
18 20 2 0
18 31 2 0
18 20 2 2
18 24 0 3
18 17 2 2
18 22 2 0
18 39 2 0
18 31 2 0
18 33 0 1
18 31 2 0
18 25 2 0
18 34 2 0
18 32 2 2
18 30 0 1
18 31 2 0
18 20 2 0
24 49 9 0
24 34 9 0
24 10 9 0
24 10 9 0
24 47 9 0
24 47 9 0
24 41 9 0
24 16 9 0
24 31 9 0
24 30 9 0
24 10 9 0
24 20 9 0
24 20 2 1
24 47 9 0
24 10 9 0
24 15 9 0
24 47 9 0
24 31 9 0
82 38 8 0
82 9 8 1
96 10 9 1
96 10 9 0
96 10 9 0
96 45 9 0
96 10 9 0
61 6 9 1
61 7 2 0
61 34 9 1
61 7 2 0
56 42 2 0
32 16 8 0
32 37 8 0
32 16 8 0
12 20 2 1
12 20 2 1
12 17 2 1
12 7 2 0
12 20 2 1
12 42 2 1
12 31 2 0
12 14 2 1
12 31 2 1
12 20 2 0
12 7 2 0
12 7 2 1
12 31 2 0
12 25 2 1
12 22 2 0
12 16 2 1
12 48 2 0
12 39 2 1
12 20 2 0
55 20 2 1
55 1 4 0
55 24 4 0
55 24 4 0
55 1 4 0
55 24 4 0
55 1 4 0
55 1 4 0
55 1 4 0
55 1 4 0
55 24 4 0
55 17 4 0
55 21 4 0
55 17 4 0
103 12 6 0
103 49 6 0
103 9 6 0
91 17 4 0
91 24 4 0
33 41 9 0
33 48 9 0
33 37 9 0
33 37 9 0
67 44 6 0
67 46 7 1
101 46 6 1
101 16 6 0
101 12 6 1
27 9 3 2
27 44 6 0
27 36 6 0
27 44 6 0
27 36 6 0
27 26 5 1
27 43 6 0
27 17 6 0
11 29 0 0
11 34 0 0
11 26 0 0
11 20 2 1
11 25 0 0
11 29 0 0
11 20 0 0
11 40 6 2
11 40 6 2
11 30 0 0
11 20 2 1
11 30 0 0
11 33 0 0
11 20 0 0
11 31 0 0
11 32 0 0
11 20 2 1
11 29 0 0
11 20 2 1
11 33 0 0
11 32 0 0
11 20 2 1
11 32 0 0
11 24 0 0
4 45 3 0
4 24 0 2
4 24 0 2
4 32 0 2
4 49 6 1
4 39 0 2
4 45 6 1
4 22 7 3
4 43 6 4
4 8 3 0
4 30 0 2
4 43 6 1
4 45 6 1
4 26 0 2
4 11 0 2
4 49 6 1
4 24 3 0
38 45 5 0
38 39 2 1
38 20 2 1
38 48 2 1
38 24 2 1
38 21 5 0
38 14 2 1
38 20 2 1
38 26 5 0
38 48 5 0
38 18 5 0
38 30 5 0
38 20 2 1
38 7 2 1
38 45 5 0
38 24 2 1
38 39 5 0
38 21 5 0
38 30 5 0
38 30 5 0
38 39 5 0
38 7 2 1
38 39 5 0
107 36 8 0
107 24 6 1
19 47 2 1
19 31 2 2
19 31 2 3
19 39 0 0
19 31 2 1
19 30 0 0
19 24 0 0
19 30 0 0
19 32 0 0
19 39 0 0
19 45 6 4
19 22 0 0
19 3 0 0
19 24 2 1
19 14 0 0
19 39 0 0
19 11 0 0
2 8 3 0
2 8 3 0
2 31 3 0
2 21 3 0
2 8 3 0
2 8 3 0
2 24 3 0
2 21 3 0
2 41 3 0
2 40 3 0
2 21 3 0
2 21 3 0
2 24 3 0
2 8 3 0
2 21 3 0
2 24 3 0
2 8 3 0
2 20 3 0
2 41 3 0
2 24 3 0
2 25 3 0
40 22 5 0
40 22 5 0
40 39 5 0
40 22 5 0
40 39 5 0
40 22 5 0
40 39 5 0
40 7 5 0
40 7 2 2
40 20 2 2
40 31 2 2
40 39 5 0
40 20 7 1
40 6 2 2
40 22 5 0
40 32 2 2
40 22 5 0
40 24 2 2
40 39 5 0
40 39 5 0
40 20 5 0
40 47 5 0
40 21 5 0
40 31 2 2
40 21 5 0
40 34 5 0
54 38 0 0
54 38 8 1
54 36 7 2
94 47 2 0
94 49 6 1
94 48 7 2
94 48 2 0
94 44 2 0
94 42 2 0
45 27 7 0
45 45 6 1
45 34 6 1
45 12 7 0
45 46 7 0
106 45 6 1
106 38 8 2
106 47 8 2
106 44 6 0
106 9 8 2
106 4 6 3
106 9 0 4
26 3 8 0
26 27 0 1
23 30 0 0
23 39 0 0
23 26 0 0
23 30 0 0
23 11 0 0
23 39 0 0
23 26 0 0
23 35 0 0
23 35 0 0
23 48 7 1
23 28 7 1
23 30 0 0
23 45 0 0
23 3 0 0
23 30 0 0
23 26 0 0
23 24 0 0
23 11 0 0
23 35 7 1
23 26 0 0
23 30 0 0
23 11 0 0
75 40 9 0
75 41 9 0
75 5 6 1
9 23 6 0
9 44 6 0
9 49 9 1
9 3 8 2
9 17 8 2
9 37 9 1
9 3 8 2
95 9 6 0
95 18 1 1
95 18 1 1
95 43 6 0
95 9 6 0
105 4 7 0
105 34 9 1
105 27 7 0
51 6 11 0
51 12 11 0
51 6 11 0
51 20 11 0
47 28 4 0
47 17 4 0
47 24 4 0
47 3 6 1
47 24 4 0
47 33 6 1
47 24 4 0
47 28 4 0
47 24 4 0
