d w z t
12 7 2 0
12 31 2 0
12 20 2 0
12 20 2 0
12 17 2 0
12 42 2 0
12 48 2 0
12 39 2 0
12 20 2 0
6 13 4 1
6 13 4 1
6 31 2 0
6 24 4 1
6 2 4 2
6 6 4 1
6 30 2 0
6 26 1 3
6 6 4 1
6 24 4 1
6 31 2 0
6 31 4 1
38 18 2 0
38 48 2 0
38 24 1 2
38 21 8 1
38 20 2 0
38 30 1 2
38 20 0 3
38 7 2 0
38 30 1 2
38 45 1 2
38 7 8 1
38 26 1 2
38 14 2 0
38 45 8 1
38 20 2 0
38 39 8 1
38 39 8 1
38 30 1 2
38 24 1 2
38 21 2 0
38 39 8 1
38 39 1 2
38 48 2 0
101 16 9 0
101 46 9 0
101 12 4 1
35 31 2 0
35 32 2 0
35 40 1 1
35 31 2 0
35 12 2 0
35 31 2 0
35 30 2 0
35 31 2 0
35 7 2 0
35 7 2 0
35 7 2 0
35 25 2 0
35 7 2 0
35 7 2 0
35 31 2 0
35 14 2 0
35 31 2 0
35 7 2 0
102 12 3 0
102 32 3 0
102 9 3 0
66 12 3 0
66 12 3 0
66 43 3 0
60 43 3 1
60 45 1 2
60 47 3 0
60 9 3 0
27 36 3 0
27 9 3 0
27 17 3 0
27 36 3 0
27 26 3 0
27 43 3 1
27 44 3 0
27 44 3 0
28 3 1 0
28 24 1 0
28 30 1 0
28 29 1 0
28 29 1 0
28 29 1 0
28 24 1 0
28 24 1 0
28 11 1 0
28 11 1 0
28 24 1 0
28 39 1 0
28 39 1 0
3 41 4 0
3 8 4 0
3 8 4 0
3 20 4 0
3 21 4 0
3 31 4 0
3 25 4 0
3 31 4 0
3 8 4 0
3 8 4 0
3 13 4 0
77 13 3 0
77 15 3 0
77 16 9 1
77 15 3 0
77 43 3 0
77 48 3 0
77 17 7 2
77 43 3 0
81 4 9 0
81 43 9 0
81 16 9 0
78 42 2 0
78 42 2 1
78 31 2 0
78 31 2 0
78 20 2 0
78 42 2 1
78 20 2 0
80 26 1 0
80 11 1 0
80 16 1 0
80 30 1 0
80 20 2 1
80 45 1 0
24 41 6 0
24 47 6 0
24 10 6 0
24 47 2 2
24 20 2 1
24 49 6 0
24 47 6 0
24 34 6 0
24 10 6 0
24 15 6 0
24 31 2 2
24 47 6 0
24 10 6 0
24 16 1 3
24 30 1 4
24 31 2 1
24 10 6 0
24 20 2 1
69 12 5 0
69 28 5 0
69 36 5 0
69 27 5 0
69 36 5 0
69 5 5 0
69 36 5 0
69 15 5 0
69 5 5 0
88 47 3 0
88 43 3 1
14 40 2 0
14 33 2 0
14 20 2 0
14 31 2 0
14 47 2 0
14 41 2 0
14 20 2 0
14 39 8 1
14 20 2 0
14 20 2 0
14 39 2 0
14 16 3 2
14 20 2 0
14 39 8 1
14 12 3 2
14 16 8 1
14 39 2 0
85 12 9 0
85 49 9 0
85 34 9 0
18 25 2 3
18 39 1 1
18 11 1 1
18 20 2 0
18 33 1 1
18 22 8 2
18 31 2 0
18 20 2 0
18 34 9 4
18 31 2 0
18 31 2 3
18 30 1 1
18 20 2 0
18 31 2 0
18 17 2 3
18 31 2 0
18 32 1 1
18 24 2 5
95 9 3 0
95 18 3 0
95 9 3 0
95 43 3 0
95 18 3 0
53 19 12 0
53 24 7 1
53 41 12 0
53 41 12 0
99 49 3 1
99 13 3 1
99 13 3 0
99 5 3 0
99 13 3 0
99 9 3 0
99 9 3 0
99 27 3 1
99 13 3 0
58 17 7 0
58 1 7 0
58 16 7 0
58 1 7 0
58 41 7 1
58 24 7 1
7 16 9 0
55 1 7 0
55 17 8 1
55 1 7 0
55 17 7 0
55 24 7 0
55 1 7 0
55 24 7 0
55 24 7 0
55 1 7 0
55 20 7 0
55 21 8 1
55 1 7 0
55 1 7 0
55 24 7 0
72 44 1 0
72 27 6 1
34 17 0 0
34 15 0 0
34 37 0 0
45 27 5 0
45 46 5 0
45 12 5 0
45 45 5 0
45 34 5 0
68 27 6 0
92 24 2 0
92 31 2 0
92 20 2 0
92 20 2 0
92 24 2 0
92 31 2 0
92 12 3 1
92 44 3 1
92 24 2 0
92 9 3 1
92 31 2 0
92 21 3 1
92 43 3 1
106 38 3 1
106 9 6 0
106 44 3 1
106 4 6 0
106 45 6 0
106 47 6 0
106 9 3 1
100 47 6 1
100 2 6 1
100 21 6 1
100 24 1 0
100 31 2 2
100 2 7 3
100 18 7 3
100 18 7 3
100 10 6 1
100 24 7 3
100 31 2 2
49 38 12 0
49 41 12 0
49 9 5 1
49 38 12 0
49 17 2 2
49 38 12 0
49 38 12 0
49 38 12 0
49 41 12 0
39 39 1 0
39 7 1 0
39 45 1 0
39 24 1 0
39 30 1 0
39 16 1 0
39 11 1 0
39 24 1 0
39 30 1 0
39 39 1 0
39 30 1 0
39 24 1 0
39 24 1 0
39 39 1 0
39 30 1 0
39 11 1 0
39 35 1 0
39 30 1 0
39 24 1 0
39 24 1 0
39 33 1 0
39 32 1 0
39 32 1 0
39 30 1 0
39 24 1 0
39 30 1 0
39 30 1 0
89 42 6 0
89 47 1 1
89 49 6 0
89 5 6 0
89 41 6 0
16 37 0 0
16 17 0 0
16 20 0 0
16 0 0 0
22 45 8 0
22 39 8 0
22 39 8 0
22 48 8 0
22 39 8 0
22 22 8 0
22 34 8 0
22 39 8 0
22 39 8 0
22 45 8 0
22 22 8 0
22 12 8 0
22 39 8 1
22 45 8 0
22 25 8 0
22 26 8 0
22 39 8 0
22 39 8 0
22 45 8 0
22 45 8 0
22 39 8 0
22 22 8 0
22 33 8 0
22 49 5 2
47 3 7 0
47 24 7 0
47 28 7 0
47 33 7 0
47 24 7 0
47 28 7 0
47 17 7 0
47 24 7 0
47 24 7 0
23 30 1 0
23 3 1 0
23 35 1 0
23 30 1 0
23 11 1 0
23 39 1 0
23 28 7 1
23 24 1 0
23 26 1 0
23 39 1 0
23 26 1 0
23 26 1 0
23 30 1 0
23 35 1 0
23 35 1 0
23 26 1 0
23 11 1 0
23 30 1 0
23 45 1 0
23 48 1 0
23 30 1 0
23 11 1 0
36 39 1 2
36 40 2 0
36 42 2 0
36 40 2 0
36 14 2 0
36 7 2 0
36 7 2 0
36 20 1 1
36 24 2 0
36 20 2 0
36 40 1 1
36 7 2 0
36 1 2 0
36 7 2 0
36 35 1 1
36 30 1 1
36 48 2 0
36 35 1 1
36 22 2 0
36 39 2 0
74 26 2 0
74 10 8 1
74 31 2 0
74 31 2 0
74 39 2 0
74 39 8 1
74 30 8 1
74 10 8 1
74 31 2 0
74 11 2 0
74 25 2 0
48 46 5 0
48 37 5 1
46 49 7 0
46 28 7 0
46 28 7 0
46 28 7 0
46 24 7 0
46 24 7 0
46 28 7 0
46 24 7 0
15 36 13 0
15 17 13 0
15 38 13 0
82 9 5 0
82 38 5 0
86 13 3 0
86 12 3 0
86 9 3 0
1 31 2 0
1 45 4 1
1 13 2 0
1 8 4 1
1 13 4 1
1 31 2 0
1 45 4 1
1 39 2 0
1 8 4 1
1 8 4 1
1 7 2 0
1 20 2 0
1 39 2 0
1 31 2 0
1 39 2 0
59 19 9 0
59 19 9 0
59 46 9 0
59 6 9 0
59 24 9 0
59 19 9 0
59 19 9 0
59 19 9 0
59 19 9 0
59 16 9 0
44 3 0 0
44 3 0 0
44 20 0 0
40 22 8 1
40 22 8 2
40 22 8 2
40 47 2 0
40 21 8 1
40 39 2 0
40 6 2 0
40 39 8 2
40 39 8 1
40 7 2 0
40 24 8 2
40 20 2 0
40 20 2 0
40 34 8 1
40 22 8 2
40 31 2 0
40 39 8 2
40 21 8 1
40 7 2 0
40 39 8 1
40 31 2 0
40 39 8 1
40 32 8 1
40 20 2 0
40 22 8 2
40 22 2 0
54 38 12 0
54 36 5 1
54 38 12 0
73 48 2 0
73 31 2 0
73 27 6 1
73 18 5 2
73 21 2 0
94 47 2 0
94 48 2 0
94 42 2 0
94 49 2 0
94 48 2 0
94 44 10 1
104 46 7 0
104 2 7 0
104 41 7 0
104 45 7 0
104 32 7 0
104 36 3 1
104 13 7 0
104 3 7 0
11 20 2 0
11 31 2 0
11 29 1 1
11 20 2 0
11 20 2 0
11 20 2 0
11 32 1 1
11 33 1 1
11 40 1 1
11 32 1 1
11 29 1 1
11 29 1 1
11 32 1 2
11 30 2 0
11 20 2 0
11 30 1 2
11 20 2 0
11 40 2 0
11 25 2 0
11 34 8 3
11 26 1 1
11 33 1 1
11 20 2 0
11 24 2 0
2 31 4 0
2 21 4 0
2 41 4 0
2 8 4 0
2 40 4 0
2 24 4 0
2 24 4 0
2 24 4 0
2 20 4 0
2 8 4 0
2 8 4 0
2 21 4 0
2 8 4 0
2 24 4 0
2 41 4 0
2 21 4 0
2 25 4 0
2 8 4 0
2 21 4 0
2 8 4 0
2 21 4 0
5 20 0 0
5 37 0 0
