00000 00000 00000 00001 00000 00000 00000 00001 00000 00000 00000 00013 00000 00000 00001 00000 00006 00002 00000 00001 00012 00000 00000 00000 00018 00005 00006 00001 00000 00010 00025 00005 00015 00004 00003 00004 00001 00000 00000 00010 00002 00000 00000 00000 00000 00001 00001 00000 00000 00000 
00011 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00001 00002 00000 00000 00015 00000 00000 00006 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00001 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00001 
00000 00000 00000 00000 00000 00000 00003 00023 00000 00000 00006 00000 00000 00000 00006 00000 00003 00001 00000 00000 00046 00000 00006 00000 00004 00004 00001 00000 00000 00000 00003 00037 00000 00002 00001 00001 00000 00001 00000 00020 00004 00003 00009 00002 00000 00001 00000 00016 00007 00000 
00000 00000 00000 00003 00000 00000 00000 00000 00000 00000 00000 00004 00001 00000 00000 00000 00000 00001 00002 00000 00000 00012 00017 00000 00008 00000 00009 00001 00001 00000 00011 00005 00005 00001 00002 00000 00000 00000 00000 00029 00000 00001 00000 00001 00000 00008 00000 00000 00002 00003 
00000 00000 00002 00004 00002 00000 00000 00000 00000 00009 00000 00000 00000 00007 00000 00004 00001 00004 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00003 00000 00010 00000 00000 00007 00000 00004 00001 00004 00001 00002 00003 00001 
00000 00000 00002 00000 00001 00000 00000 00000 00014 00000 00001 00001 00000 00003 00000 00000 00003 00000 00003 00000 00003 00007 00000 00000 00012 00002 00000 00000 00000 00000 00000 00006 00000 00001 00000 00003 00000 00000 00000 00000 00002 00002 00000 00001 00000 00000 00000 00002 00000 00000 
00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 
00000 00010 00002 00005 00000 00000 00003 00000 00000 00000 00000 00000 00008 00000 00000 00000 00007 00009 00000 00000 00002 00001 00000 00000 00027 00000 00000 00000 00007 00000 00000 00001 00000 00003 00000 00000 00000 00006 00000 00000 00000 00002 00000 00000 00003 00000 00000 00002 00000 00005 
00000 00001 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00001 00000 00001 00000 00000 00000 00001 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00009 00000 00000 00001 00000 
00000 00000 00000 00001 00004 00006 00000 00000 00000 00005 00000 00000 00012 00000 00000 00003 00003 00000 00000 00000 00002 00001 00000 00000 00000 00000 00000 00009 00003 00000 00000 00001 00004 00000 00002 00000 00011 00001 00000 00000 00001 00000 00000 00005 00006 00001 00005 00000 00000 00000 
00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00002 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00001 00000 00000 00000 00000 00002 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 
00000 00000 00001 00000 00001 00000 00002 00000 00000 00003 00004 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00003 00000 00000 00000 00000 
00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00001 00000 00000 00001 00001 00000 00001 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00001 00000 00001 00000 00000 00000 00000 00003 00002 00001 00000 00000 00001 00004 00002 00004 
00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00006 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00001 00000 00000 00000 
00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00002 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 
