d w z t
1 31 4 0
1 39 3 3
1 8 4 0
1 8 4 0
1 45 4 0
1 39 3 3
1 13 3 3
1 8 4 0
73 48 4 0
73 27 5 1
73 31 4 0
73 21 4 0
73 18 4 0
94 47 2 0
94 48 2 0
94 44 5 1
94 49 0 2
94 48 2 0
94 42 2 0
46 28 7 0
46 28 7 0
46 49 7 1
46 28 7 0
46 28 7 0
46 24 7 0
46 24 7 1
46 24 7 1
59 16 8 0
59 19 8 0
59 19 8 0
59 19 8 0
59 6 8 0
59 19 8 0
59 46 8 0
59 24 8 0
59 19 8 0
59 19 8 0
2 8 4 0
2 41 4 0
2 21 4 0
2 8 4 0
2 24 4 0
2 24 4 0
2 21 4 0
2 24 4 0
2 41 4 0
2 8 4 0
2 8 4 0
2 31 4 0
2 25 4 0
2 20 4 0
2 8 4 0
2 21 4 0
2 21 4 0
2 21 4 0
2 24 4 0
2 40 10 1
2 8 4 0
98 7 2 1
98 35 0 0
98 35 2 1
88 43 5 0
88 47 5 0
106 9 6 0
106 4 5 2
106 38 6 0
106 44 5 1
106 9 6 0
106 47 2 3
106 45 5 1
96 10 9 0
96 10 9 0
96 10 9 0
96 10 9 0
96 45 6 1
72 27 5 0
72 44 5 0
44 3 6 0
44 3 7 1
44 20 2 2
13 47 2 0
13 39 3 2
13 31 2 1
13 20 2 1
13 16 2 0
13 24 2 1
13 20 2 1
13 25 3 2
13 47 2 1
13 20 2 1
13 20 2 1
13 31 2 0
13 47 2 0
13 20 2 3
13 47 2 3
13 47 2 0
13 47 2 1
13 26 3 4
53 41 4 0
53 41 4 0
53 24 5 1
53 19 6 2
54 38 6 0
54 38 6 0
54 36 6 0
80 16 0 0
80 20 0 0
80 30 0 0
80 11 6 1
80 45 3 2
80 26 3 2
82 38 6 0
82 9 6 0
17 25 0 0
17 31 0 0
17 16 0 0
17 11 0 0
17 31 0 0
17 32 0 0
17 30 0 0
17 26 0 2
17 32 0 0
17 27 0 0
17 17 0 0
17 24 0 0
17 25 0 0
17 32 0 0
17 34 0 0
17 16 0 0
17 31 8 1
17 33 0 0
17 24 8 1
17 31 0 0
17 32 0 0
41 24 2 1
41 39 2 1
41 24 2 1
41 39 2 1
41 20 1 0
41 22 2 1
41 1 2 1
41 20 1 0
41 20 1 0
41 47 2 1
41 20 2 1
41 47 2 1
41 7 2 1
41 20 1 0
41 22 2 1
61 34 8 0
61 7 8 0
61 7 8 0
61 6 8 0
35 40 2 2
35 32 2 0
35 7 8 1
35 31 2 0
35 25 0 3
35 12 5 4
35 14 2 0
35 7 2 0
35 31 5 4
35 7 2 0
35 31 2 0
35 7 2 0
35 7 2 0
35 7 2 0
35 31 2 0
35 30 2 0
35 31 2 0
35 31 2 0
18 34 0 0
18 31 0 0
18 31 4 1
18 20 0 2
18 39 0 0
18 17 0 0
18 30 0 0
18 31 0 0
18 22 0 2
18 31 0 2
18 11 0 2
18 33 0 0
18 32 0 2
18 31 0 0
18 20 0 0
18 20 0 2
18 24 0 0
18 25 0 2
28 24 7 1
28 29 0 0
28 3 0 0
28 24 0 0
28 24 7 1
28 24 0 0
28 29 0 0
28 29 0 0
28 30 0 0
28 39 0 0
28 11 0 0
28 39 0 0
28 11 0 0
33 41 7 0
33 48 2 1
33 37 7 0
33 37 7 0
50 33 7 2
50 15 7 1
50 12 6 0
50 33 7 2
50 37 7 2
45 45 5 0
45 12 5 0
45 27 5 0
45 34 5 0
45 46 5 0
25 24 7 0
25 16 7 0
25 17 7 0
25 32 0 1
25 3 7 0
25 24 7 0
21 17 6 0
21 22 3 1
21 11 3 1
21 26 3 1
21 30 3 1
21 26 3 1
21 22 3 1
21 22 3 1
21 24 3 1
21 22 3 1
21 26 3 1
21 22 3 1
21 39 3 1
21 39 3 1
21 31 3 1
21 34 3 1
21 24 3 1
21 39 3 1
21 21 3 1
21 21 3 1
21 39 3 1
21 22 3 1
21 30 3 1
21 30 3 1
21 21 3 1
21 20 1 2
21 21 3 1
21 31 3 1
21 22 3 1
10 29 0 1
10 30 0 1
10 39 0 1
10 39 0 1
10 20 0 1
10 24 0 1
10 32 0 1
10 11 0 1
10 26 0 1
10 20 0 0
10 11 0 1
10 30 0 0
10 16 0 1
10 31 0 0
10 20 0 1
10 32 0 0
10 30 0 1
10 29 0 1
10 30 0 0
10 20 0 0
10 32 0 1
10 30 0 1
10 29 0 1
10 20 0 0
10 32 0 0
10 29 0 0
10 14 2 2
57 49 6 0
89 47 2 1
89 49 6 0
89 41 4 2
89 42 2 1
89 5 5 3
81 4 5 0
81 43 5 0
81 16 5 0
30 47 9 0
30 24 2 1
30 47 2 1
30 6 9 0
100 31 4 0
100 21 4 0
100 24 4 1
100 47 4 0
100 2 4 0
100 18 4 0
100 18 4 1
100 24 4 0
100 2 4 1
100 10 4 0
100 31 4 0
8 15 7 1
8 33 7 1
8 41 4 0
8 41 7 1
8 20 7 1
12 17 2 1
12 42 2 0
12 22 2 1
12 20 2 0
12 20 2 0
12 7 2 0
12 25 2 0
12 20 2 1
12 16 2 0
12 48 2 1
12 31 2 1
12 7 2 1
12 31 2 1
12 39 2 1
12 31 2 0
12 14 2 0
12 20 2 1
12 20 2 1
12 7 2 1
74 39 0 0
74 31 0 0
74 31 0 0
74 25 0 0
74 10 0 0
74 10 0 0
74 39 0 0
74 31 0 0
74 26 0 0
74 30 0 0
74 11 0 0
23 28 3 0
23 35 3 0
23 11 3 0
23 48 3 0
23 35 3 0
23 35 3 0
23 3 3 0
23 30 3 0
23 24 3 0
23 30 3 0
23 26 3 0
23 45 3 0
23 26 3 0
23 26 3 0
23 30 3 0
23 26 3 0
23 30 3 0
23 39 3 0
23 11 3 0
23 39 3 0
23 11 3 0
23 30 3 0
20 21 4 1
20 39 3 0
20 30 3 0
20 3 3 0
20 39 3 0
20 41 3 0
20 32 3 0
20 39 3 0
20 39 6 2
20 32 3 0
20 21 3 0
20 39 3 0
20 21 3 0
20 31 4 1
20 24 4 1
79 43 5 0
79 12 5 0
79 46 5 0
79 27 5 0
79 12 5 0
79 36 5 0
40 47 2 1
40 39 3 0
40 39 2 2
40 20 2 1
40 7 2 1
40 31 2 1
40 22 3 0
40 22 3 0
40 32 3 0
40 39 3 0
40 7 2 1
40 20 2 2
40 22 3 0
40 24 3 0
40 21 3 0
40 22 3 0
40 39 2 1
40 22 3 0
40 20 2 1
40 21 3 0
40 34 3 0
40 31 2 1
40 6 2 1
40 22 3 0
40 39 3 0
40 39 3 0
31 12 5 0
31 2 4 1
31 31 4 1
75 40 2 0
75 41 11 1
75 5 11 1
11 20 0 0
11 20 0 0
11 29 0 0
11 26 0 0
11 20 0 0
11 30 0 0
11 20 0 0
11 29 0 0
11 32 0 0
11 32 0 0
11 31 0 0
11 33 0 0
11 30 0 0
11 32 0 0
11 40 0 1
11 29 0 0
11 40 0 0
11 24 0 0
11 33 0 1
11 20 0 0
11 25 0 0
11 20 0 0
11 20 0 0
11 34 0 0
85 49 5 0
85 34 5 0
85 12 5 0
42 45 5 1
42 0 6 0
42 3 3 2
42 0 6 0
6 31 4 0
6 13 7 1
6 31 4 0
6 2 4 0
6 31 4 0
6 26 7 1
6 30 4 2
6 13 7 1
6 24 4 0
6 24 4 0
6 6 4 0
6 6 4 0
16 0 1 0
16 17 0 1
16 37 7 2
16 20 1 0
0 16 5 0
0 44 5 1
0 37 5 0
49 38 6 1
49 41 6 1
49 41 6 1
49 38 6 0
49 38 6 1
49 38 6 2
49 9 6 1
49 38 6 2
49 17 6 1
43 49 6 0
43 17 6 0
43 2 6 0
107 36 5 0
107 24 7 1
70 9 6 0
70 9 6 0
70 3 5 1
70 9 6 0
102 32 0 0
102 9 5 1
102 12 5 2
99 9 6 1
99 13 7 0
99 27 6 1
99 9 6 1
99 5 5 2
99 13 6 1
99 49 6 1
99 13 7 0
99 13 7 0
90 20 1 0
90 20 1 0
90 20 1 0
90 20 1 0
90 20 1 0
90 23 1 0
90 20 1 0
90 23 1 0
90 20 1 0
90 23 1 0
90 12 1 0
90 0 1 0
90 0 1 0
90 0 1 0
90 0 1 0
65 12 5 0
65 36 5 0
65 15 5 0
65 36 5 0
65 28 5 0
65 27 5 0
65 5 5 0
65 36 5 0
65 5 5 0
19 32 0 1
19 30 3 0
19 31 3 0
19 30 0 1
19 45 3 0
19 22 3 0
19 39 0 1
19 47 2 2
19 31 0 1
19 39 3 0
19 11 3 0
19 3 3 0
19 24 3 0
19 24 3 0
19 31 0 1
19 14 0 1
19 39 0 1
92 24 4 0
92 44 4 0
92 20 4 0
92 12 6 1
92 24 4 0
92 31 4 0
92 31 4 0
92 24 4 0
92 21 4 0
92 31 4 0
92 20 4 0
92 9 6 2
92 43 6 1
91 17 0 0
91 24 0 0
86 12 5 1
86 9 6 0
86 13 6 0
55 24 7 1
55 24 7 0
55 1 7 0
55 1 7 1
55 1 7 0
55 1 7 0
55 1 7 0
55 17 7 0
55 17 7 0
55 20 7 0
55 24 7 0
55 21 7 0
55 24 7 0
55 1 7 1
60 45 5 0
60 43 2 1
60 9 5 0
60 47 2 1
95 18 5 0
95 43 5 0
95 9 6 1
95 9 6 1
95 18 2 2
78 42 2 0
78 42 2 0
78 20 2 0
78 31 2 0
78 42 2 0
78 20 2 0
78 31 2 0
84 46 5 0
84 18 5 1
84 47 5 1
84 12 5 0
84 36 5 1
67 44 5 0
67 46 5 0
32 16 5 0
32 37 5 1
32 16 5 0
101 16 5 0
101 12 5 0
101 46 5 0
64 4 5 0
64 20 5 0
64 43 5 0
64 43 5 0
64 36 5 0
64 4 5 0
93 33 0 3
93 24 7 2
93 16 7 4
93 20 2 5
93 16 5 6
93 24 7 1
93 16 0 3
93 32 0 3
93 31 2 0
93 11 0 3
93 4 5 6
93 24 7 4
77 13 7 0
77 43 5 1
77 17 7 0
77 16 5 1
77 43 5 1
77 48 2 2
77 15 7 0
77 15 7 0
24 41 0 0
24 47 9 2
24 31 2 1
24 47 2 1
24 49 0 0
24 10 9 2
24 20 2 1
24 34 0 0
24 10 9 2
24 16 0 0
24 47 0 0
24 10 9 2
24 30 0 0
24 10 9 2
24 47 9 2
24 20 0 0
24 31 2 1
24 15 6 3
14 16 0 1
14 16 0 1
14 31 0 1
14 40 2 0
14 41 0 1
14 39 0 1
14 12 5 2
14 20 2 0
14 20 2 0
14 20 2 0
14 47 2 0
14 33 0 1
14 39 0 1
14 39 2 0
14 20 2 0
14 39 0 3
14 20 2 0
15 17 6 0
15 38 6 0
15 36 6 0
97 15 5 0
97 12 5 0
97 16 5 0
76 20 1 0
76 0 1 0
76 20 1 0
76 20 1 0
76 23 1 0
76 0 1 0
76 20 1 0
76 23 1 0
76 20 1 0
76 16 1 0
76 0 1 0
76 23 1 0
76 0 1 0
76 20 1 0
76 12 1 0
76 20 1 0
56 42 2 0
104 41 6 0
104 3 6 0
104 32 0 1
104 2 6 0
104 36 6 0
104 45 6 0
104 46 6 0
104 13 6 0
103 12 6 0
103 9 6 0
103 49 6 0
48 37 5 0
48 46 5 0
