00000 00000 00000 00003 00000 00000 00000 00001 00001 00000 00000 00009 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00017 00000 00006 00000 00001 00010 00023 00000 00011 00002 00000 00004 00000 00000 00000 00010 00000 00000 00000 00000 00000 00003 00000 00000 00001 00000 
00011 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00002 00000 00000 00000 00002 00000 00000 00000 00016 00000 00000 00006 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00001 00000 00000 00000 00000 
00000 00001 00001 00000 00000 00000 00006 00022 00000 00000 00003 00005 00004 00000 00008 00000 00002 00000 00000 00000 00061 00000 00006 00000 00009 00006 00003 00000 00000 00000 00006 00038 00004 00002 00003 00004 00000 00000 00000 00021 00008 00000 00008 00000 00000 00000 00000 00014 00009 00000 
00000 00000 00000 00001 00000 00000 00000 00001 00000 00000 00000 00002 00000 00001 00000 00000 00000 00001 00001 00000 00001 00011 00017 00000 00007 00001 00006 00000 00000 00000 00010 00002 00003 00000 00003 00000 00000 00000 00000 00029 00000 00000 00000 00000 00000 00014 00000 00000 00002 00001 
00000 00010 00000 00011 00001 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00005 00011 00013 00000 00001 00000 00001 00000 00001 00022 00001 00000 00000 00010 00000 00000 00000 00000 00004 00000 00000 00001 00007 00000 00000 00000 00012 00000 00000 00001 00000 00001 00000 00000 00000 
00000 00000 00003 00000 00007 00007 00000 00000 00000 00016 00000 00000 00016 00007 00000 00001 00000 00002 00003 00000 00000 00000 00000 00000 00000 00000 00001 00009 00000 00000 00000 00000 00001 00000 00002 00000 00015 00001 00006 00000 00000 00000 00004 00012 00007 00007 00008 00010 00000 00012 
00000 00000 00003 00000 00001 00000 00002 00000 00000 00000 00001 00002 00001 00001 00000 00000 00006 00001 00002 00000 00000 00003 00000 00000 00012 00001 00002 00002 00000 00000 00000 00016 00005 00004 00001 00000 00000 00002 00000 00000 00000 00001 00000 00002 00001 00000 00000 00000 00002 00000 
00000 00000 00000 00000 00000 00000 00000 00000 00013 00000 00000 00000 00000 00002 00000 00000 00000 00000 00000 00000 00002 00006 00000 00000 00003 00002 00000 00000 00000 00000 00000 00002 00000 00000 00000 00000 00000 00000 00000 00001 00001 00002 00000 00000 00000 00002 00000 00000 00000 00000 
00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00001 00000 00000 00000 00000 00000 00003 00000 00001 00006 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00001 00002 00000 00000 
00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00006 00000 00000 00001 00000 00003 00001 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00002 00000 00001 00000 00000 00000 00000 00000 00000 00002 00000 00000 00000 00000 00001 00001 
00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00005 00000 00000 00002 00000 00000 00000 00000 00000 00000 00000 00000 
