d w z t
47 28 7 0
47 33 7 0
47 24 7 0
47 28 7 0
47 24 7 0
47 17 7 0
45 27 6 0
45 46 6 0
45 34 6 0
45 45 3 1
45 12 6 0
54 38 9 0
54 38 9 0
54 36 9 0
13 20 2 0
13 20 2 0
13 20 2 0
13 39 2 0
13 25 2 0
13 26 2 0
13 31 2 0
13 20 2 0
13 47 10 1
13 47 2 0
13 16 10 1
13 47 2 0
13 20 2 0
13 31 2 0
13 47 2 0
13 47 2 0
13 24 2 0
13 47 2 0
8 41 9 0
8 41 9 0
8 33 6 1
8 15 6 1
8 20 0 2
27 44 9 0
27 36 9 0
27 9 9 0
27 44 9 0
27 43 3 1
27 36 9 0
27 17 9 0
27 26 9 0
19 31 3 0
19 14 2 1
19 39 3 0
19 11 3 0
19 24 3 0
19 3 3 0
19 30 3 0
19 32 3 0
19 47 2 1
19 31 3 0
19 39 3 0
19 24 3 0
19 22 3 0
19 39 3 0
19 30 3 0
19 45 3 0
19 31 2 1
91 17 7 0
91 24 7 0
94 44 9 1
94 48 2 0
94 42 2 0
94 47 2 0
94 49 9 1
94 48 2 0
72 44 6 0
72 27 6 1
90 20 1 0
90 20 1 0
90 0 1 0
90 0 1 0
90 20 1 0
90 20 1 0
90 0 1 0
90 23 1 0
90 12 1 0
90 20 1 0
90 0 1 0
90 23 1 0
90 23 1 0
90 20 1 0
90 20 1 0
101 16 6 0
101 12 6 0
101 46 6 0
1 45 3 1
1 13 4 0
1 8 4 0
1 8 4 0
1 39 3 1
1 20 4 0
1 13 4 0
1 7 4 0
1 39 3 1
1 39 3 1
1 31 3 1
1 45 3 1
1 31 3 1
1 8 4 0
1 31 4 0
3 25 4 0
3 13 4 0
3 8 4 0
3 8 4 0
3 20 4 0
3 8 4 0
3 31 4 0
3 41 4 0
3 31 4 0
3 21 4 0
3 8 4 0
66 12 6 0
66 43 6 0
66 12 6 0
15 17 9 0
15 38 9 0
15 36 9 0
14 41 2 0
14 20 2 0
14 20 2 2
14 40 6 1
14 47 2 0
14 39 2 0
14 20 2 0
14 16 2 0
14 31 2 2
14 16 6 1
14 39 2 0
14 33 6 3
14 12 6 1
14 20 2 0
14 39 2 0
14 39 2 0
14 20 2 0
38 20 2 1
38 48 2 2
38 21 3 0
38 39 3 0
38 39 3 0
38 21 3 0
38 24 3 0
38 7 2 1
38 39 3 0
38 7 2 1
38 39 3 0
38 24 2 3
38 45 3 0
38 30 3 0
38 20 2 1
38 20 2 1
38 18 10 4
38 45 3 0
38 26 3 0
38 30 3 0
38 30 3 0
38 14 2 1
38 48 2 2
43 2 7 0
43 17 7 0
43 49 7 0
31 31 10 0
31 12 10 0
31 2 8 1
61 6 3 1
61 34 2 0
61 7 2 0
61 7 2 2
11 32 0 0
11 40 0 0
11 20 0 0
11 25 0 0
11 20 0 0
11 30 0 0
11 40 0 0
11 20 0 0
11 29 0 0
11 20 0 1
11 20 0 0
11 32 0 2
11 32 0 0
11 33 0 0
11 29 0 0
11 24 0 2
11 31 0 1
11 33 0 0
11 30 0 0
11 20 0 0
11 20 0 0
11 26 3 3
11 29 0 2
11 34 6 4
35 30 2 0
35 7 2 0
35 7 2 0
35 31 2 0
35 14 2 0
35 31 2 0
35 31 2 1
35 7 2 0
35 31 2 0
35 40 2 2
35 31 2 0
35 31 2 0
35 7 2 0
35 25 2 0
35 12 6 3
35 32 0 4
35 7 2 2
35 7 2 2
107 36 6 0
107 24 7 1
46 49 7 0
46 28 7 0
46 24 7 0
46 24 7 0
46 28 7 0
46 28 7 0
46 28 7 0
46 24 7 0
77 15 10 1
77 15 10 0
77 17 3 3
77 43 8 2
77 16 10 0
77 13 10 1
77 43 8 2
77 48 4 4
34 37 9 0
34 17 7 1
34 15 9 0
50 12 6 0
50 33 6 0
50 15 6 0
50 37 6 0
50 33 0 1
87 16 6 2
87 20 2 3
87 28 0 1
87 4 0 0
87 24 0 0
87 45 8 4
87 44 8 5
33 41 9 0
33 37 9 0
33 37 9 1
33 48 2 2
70 9 8 0
70 3 8 0
70 9 8 0
70 9 8 0
