            S0	      S1	      S3	      S4	      S6	      S9	     S14	     S15	     S18	     S19	     S23	     S25	     S27	     S30	     S33	     S38	     S41	     S43	     S44	     S47	     S48	     S53	     S60	     S62	     S64	     S66	     S68	     S74	     S75	     S77	     S79	     S81	     S83	     S85	     S88	     S90	     S91	     S93	     S95	     S96	     S98	     S99	    S101	    S104	    S107	    S109	    S118	    S125	    S128	    S129	    S131	    S132	    S136	    S139	    S146	    S151	    S154	    S157	    S158	    S160	    S162	    S164	    S166	    S172	    S173	    S176	    S178	    S180	    S185	    S189	    S192	    S196	    S197	    S200	    S203	    S205	    S208	    S209	    S213	    S217	    S219	    S221	    S223	    S225	    S226	    S227	    S228	    S230	    S231	    S237	    S240	    S247	    S250	    S254	    S256	    S262	    S265	    S268	    S280	    S281	      S2#	      S5#	      S7#	      S8#	     S10#	     S11#	     S12#	     S13#	     S16#	     S17#	     S20#	     S21#	     S22#	     S24#	     S26#	     S28#	     S29#	     S31#	     S32#	     S34#	     S35#	     S36#	     S37#	     S39#	     S40#	     S42#	     S45#	     S46#	     S49#	     S50#	     S51#	     S52#	     S54#	     S55#	     S56#	     S57#	     S58#	     S59#	     S61#	     S63#	     S65#	     S67#	     S69#	     S70#	     S71#	     S72#	     S73#	     S76#	     S78#	     S80#	     S82#	     S84#	     S86#	     S87#	     S89#	     S92#	     S94#	     S97#	    S100#	    S102#	    S103#	    S105#	    S106#	    S108#	    S110#	    S111#	    S112#	    S113#	    S114#	    S115#	    S116#	    S117#	    S119#	    S120#	    S121#	    S122#	    S123#	    S124#	    S126#	    S127#	    S130#	    S133#	    S134#	    S135#	    S137#	    S138#	    S140#	    S141#	    S142#	    S143#	    S144#	    S145#	    S147#	    S148#	    S149#	    S150#	    S152#	    S153#	    S155#	    S156#	    S159#	    S161#	    S163#	    S165#	    S167#	    S168#	    S169#	    S170#	    S171#	    S174#	    S175#	    S177#	    S179#	    S181#	    S182#	    S183#	    S184#	    S186#	    S187#	    S188#	    S190#	    S191#	    S193#	    S194#	    S195#	    S198#	    S199#	    S201#	    S202#	    S204#	    S206#	    S207#	    S210#	    S211#	    S212#	    S214#	    S215#	    S216#	    S218#	    S220#	    S222#	    S224#	    S229#	    S232#	    S233#	    S234#	    S235#	    S236#	    S238#	    S239#	    S241#	    S242#	    S243#	    S244#	    S245#	    S246#	    S248#	    S249#	    S251#	    S252#	    S253#	    S255#	    S257#	    S258#	    S259#	    S260#	    S261#	    S263#	    S264#	    S266#	    S267#	    S269#	    S270#	    S271#	    S272#	    S273#	    S274#	    S275#	    S276#	    S277#	    S278#	    S279#	    S282#	    S283#	    S284#	    S285#	    S286#	   TOTAL	
 C99:        0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	      24	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	       0	      13	       1	       1	       3	       1	      43	(0.89)
 TOTAL      19	      34	      20	      11	      26	      30	      10	      14	      16	      13	      27	      43	      77	      34	      35	      55	       5	      15	      47	       7	      12	      12	      12	      15	      26	       9	       6	      19	      18	      13	      55	      40	      23	      11	       8	      16	       3	      45	      22	      16	      10	      35	      23	       1	     126	      28	       4	       9	      33	      43	      16	      32	       7	      45	      14	      16	       9	      32	      46	      40	       9	      50	      19	      52	      47	     104	      63	     122	      38	      21	      31	      14	     129	      33	       6	      12	      15	      15	       9	     125	      13	      46	      10	      13	      17	      15	      32	       7	     534	      24	      12	     510	      13	      11	      17	      57	      34	      24	      58	      24	       1	       1	      10	       1	      25	       1	       1	       1	       5	       2	       2	       3	       2	      21	      12	       3	      22	       5	       7	       2	       1	       1	       7	       2	       2	       6	       6	       2	       2	       1	      10	       7	       1	       3	       6	       2	       1	       1	       2	       1	       8	       9	       5	       1	       1	       6	       2	      11	       1	       6	       6	       7	       8	       2	       6	      10	       6	       2	      16	       2	       3	       1	      17	       3	       2	       1	       4	       1	       3	       6	      15	       1	       1	       1	       2	       3	       1	       2	       1	       5	       5	       6	       1	       2	       6	       3	       3	      12	       7	       1	       1	      11	       2	      15	       2	       1	       4	       1	       1	      13	       1	      16	       1	       4	       2	       1	       3	       1	       1	      21	       3	      11	       1	       1	       2	       9	      16	       1	      12	       3	       6	       3	       3	      13	       4	       2	      46	       9	       2	       2	       2	       7	       5	       3	       1	       7	       8	       1	      20	       2	       2	       4	       3	       1	       1	       5	       5	      20	       4	       1	       1	       7	      12	       4	       6	      15	       1	      10	       4	       7	       3	      11	       3	       1	       4	       2	       7	       8	      20	      15	       1	       2	       3	       8	       3	       3	       2	       3	       8	       3	       3	       1	      13	       1	       1	       3	       1	    4851
         (0.39)   (0.70)   (0.41)   (0.23)   (0.54)   (0.62)   (0.21)   (0.29)   (0.33)   (0.27)   (0.56)   (0.89)   (1.59)   (0.70)   (0.72)   (1.13)   (0.10)   (0.31)   (0.97)   (0.14)   (0.25)   (0.25)   (0.25)   (0.31)   (0.54)   (0.19)   (0.12)   (0.39)   (0.37)   (0.27)   (1.13)   (0.82)   (0.47)   (0.23)   (0.16)   (0.33)   (0.06)   (0.93)   (0.45)   (0.33)   (0.21)   (0.72)   (0.47)   (0.02)   (2.60)   (0.58)   (0.08)   (0.19)   (0.68)   (0.89)   (0.33)   (0.66)   (0.14)   (0.93)   (0.29)   (0.33)   (0.19)   (0.66)   (0.95)   (0.82)   (0.19)   (1.03)   (0.39)   (1.07)   (0.97)   (2.14)   (1.30)   (2.51)   (0.78)   (0.43)   (0.64)   (0.29)   (2.66)   (0.68)   (0.12)   (0.25)   (0.31)   (0.31)   (0.19)   (2.58)   (0.27)   (0.95)   (0.21)   (0.27)   (0.35)   (0.31)   (0.66)   (0.14)   (11.01)   (0.49)   (0.25)   (10.51)   (0.27)   (0.23)   (0.35)   (1.18)   (0.70)   (0.49)   (1.20)   (0.49)   (0.02)   (0.02)   (0.21)   (0.02)   (0.52)   (0.02)   (0.02)   (0.02)   (0.10)   (0.04)   (0.04)   (0.06)   (0.04)   (0.43)   (0.25)   (0.06)   (0.45)   (0.10)   (0.14)   (0.04)   (0.02)   (0.02)   (0.14)   (0.04)   (0.04)   (0.12)   (0.12)   (0.04)   (0.04)   (0.02)   (0.21)   (0.14)   (0.02)   (0.06)   (0.12)   (0.04)   (0.02)   (0.02)   (0.04)   (0.02)   (0.16)   (0.19)   (0.10)   (0.02)   (0.02)   (0.12)   (0.04)   (0.23)   (0.02)   (0.12)   (0.12)   (0.14)   (0.16)   (0.04)   (0.12)   (0.21)   (0.12)   (0.04)   (0.33)   (0.04)   (0.06)   (0.02)   (0.35)   (0.06)   (0.04)   (0.02)   (0.08)   (0.02)   (0.06)   (0.12)   (0.31)   (0.02)   (0.02)   (0.02)   (0.04)   (0.06)   (0.02)   (0.04)   (0.02)   (0.10)   (0.10)   (0.12)   (0.02)   (0.04)   (0.12)   (0.06)   (0.06)   (0.25)   (0.14)   (0.02)   (0.02)   (0.23)   (0.04)   (0.31)   (0.04)   (0.02)   (0.08)   (0.02)   (0.02)   (0.27)   (0.02)   (0.33)   (0.02)   (0.08)   (0.04)   (0.02)   (0.06)   (0.02)   (0.02)   (0.43)   (0.06)   (0.23)   (0.02)   (0.02)   (0.04)   (0.19)   (0.33)   (0.02)   (0.25)   (0.06)   (0.12)   (0.06)   (0.06)   (0.27)   (0.08)   (0.04)   (0.95)   (0.19)   (0.04)   (0.04)   (0.04)   (0.14)   (0.10)   (0.06)   (0.02)   (0.14)   (0.16)   (0.02)   (0.41)   (0.04)   (0.04)   (0.08)   (0.06)   (0.02)   (0.02)   (0.10)   (0.10)   (0.41)   (0.08)   (0.02)   (0.02)   (0.14)   (0.25)   (0.08)   (0.12)   (0.31)   (0.02)   (0.21)   (0.08)   (0.14)   (0.06)   (0.23)   (0.06)   (0.02)   (0.08)   (0.04)   (0.14)   (0.16)   (0.41)   (0.31)   (0.02)   (0.04)   (0.06)   (0.16)   (0.06)   (0.06)   (0.04)   (0.06)   (0.16)   (0.06)   (0.06)   (0.02)   (0.27)   (0.02)   (0.02)   (0.06)   (0.02)
Precision = 79.84(3873/4851)
Recall = 79.84(3873/4851+0)
F-Measure = 79.84

Legend of Sense Tags
S0 = affect.v.1
S1 = allow.v.1
S2 = allow.v.2
S3 = announce.v.1
S4 = approve.v.1
S5 = approve.v.2
S6 = area.n.1
S7 = area.n.2
S8 = area.n.3
S9 = ask.v.1
S10 = ask.v.2
S11 = ask.v.3
S12 = ask.v.5
S13 = ask.v.6
S14 = attempt.v.1
S15 = authority.n.1
S16 = authority.n.3
S17 = authority.n.4
S18 = avoid.v.1
S19 = base.n.1
S20 = base.n.3
S21 = base.n.6
S22 = base.n.7
S23 = begin.v.1
S24 = begin.v.2
S25 = believe.v.1
S26 = believe.v.2
S27 = bill.n.3
S28 = bill.n.4
S29 = bill.n.5
S30 = build.v.1
S31 = build.v.2
S32 = build.v.3
S33 = buy.v.1
S34 = buy.v.2
S35 = buy.v.3
S36 = buy.v.4
S37 = buy.v.6
S38 = capital.n.1
S39 = capital.n.2
S40 = care.v.1
