00000 00000 00000 00002 00000 00001 00000 00002 00000 00020 00000 00001 00003 00001 00023 00006 00013 00000 00000 00002 00004 00002 00000 00000 00000 00000 00006 00000 00020 00000 00001 00000 00002 00003 00004 00002 00007 00003 00000 00002 00004 00000 00007 00000 00001 00001 00000 00003 00000 00008 00000 00000 00001 00003 00003 00007 00001 00006 00000 00031 00024 00009 00000 00000 00000 00039 00000 00001 00000 00000 00000 00000 00002 00002 00015 00000 00000 00013 00003 00011 00034 00005 00010 00001 00001 00000 00003 00001 00000 00000 
00000 00000 00000 00000 00000 00000 00008 00007 00000 00004 00001 00001 00005 00000 00000 00004 00001 00001 00000 00005 00000 00001 00000 00000 00002 00000 00001 00011 00002 00003 00001 00000 00021 00010 00003 00002 00009 00003 00000 00000 00005 00000 00001 00000 00001 00000 00001 00003 00011 00001 00000 00000 00000 00000 00006 00000 00000 00001 00000 00010 00037 00000 00001 00000 00000 00022 00000 00000 00002 00010 00000 00010 00000 00000 00000 00000 00000 00000 00011 00011 00007 00000 00001 00001 00000 00000 00000 00000 00000 00000 
00000 00000 00000 00000 00000 00000 00004 00006 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00006 00000 00000 00000 00010 00000 00000 00000 00002 00000 00000 00001 00000 00006 00000 00000 00000 00000 00000 00002 00000 00004 00000 00011 00002 00000 00002 00000 00000 00003 00000 00000 00000 00001 00000 00001 00002 00000 00006 00002 00000 00000 00000 00003 00000 00013 00005 00020 00000 00000 00000 00000 00000 00000 00003 00013 00000 00000 00000 00000 00000 00000 00000 00000 00011 00000 00000 00000 00000 00000 00002 00000 
00000 00000 00001 00000 00000 00002 00000 00000 00013 00000 00000 00001 00000 00000 00000 00000 00000 00001 00001 00002 00001 00001 00001 00001 00008 00002 00002 00000 00000 00000 00000 00002 00000 00000 00000 00000 00000 00000 00004 00000 00009 00000 00000 00000 00005 00000 00000 00003 00001 00000 00001 00000 00000 00002 00000 00000 00000 00003 00000 00017 00000 00002 00009 00000 00000 00018 00007 00000 00000 00000 00014 00000 00001 00000 00000 00005 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00001 00003 00000 00000 
00000 00011 00015 00000 00001 00000 00000 00004 00000 00000 00009 00008 00000 00000 00008 00000 00000 00000 00001 00000 00000 00000 00000 00006 00000 00000 00000 00000 00000 00000 00007 00000 00000 00007 00010 00005 00001 00001 00006 00000 00002 00000 00000 00002 00002 00011 00009 00003 00000 00000 00000 00037 00008 00001 00005 00006 00000 00000 00014 00004 00000 00001 00001 00000 00001 00039 00003 00000 00004 00002 00004 00001 00002 00000 00000 00005 00002 00000 00000 00000 00000 00000 00025 00007 00014 00017 00004 00000 00012 00004 
00000 00000 00000 00000 00000 00007 00000 00000 00000 00000 00009 00002 00000 00000 00000 00000 00000 00000 00000 00003 00003 00000 00000 00000 00000 00014 00000 00000 00000 00001 00002 00003 00000 00001 00000 00001 00000 00000 00000 00001 00001 00000 00001 00007 00000 00000 00000 00006 00001 00000 00000 00000 00001 00004 00000 00001 00002 00000 00003 00001 00000 00000 00000 00000 00003 00009 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00002 00000 00001 00000 00000 00000 00004 00000 00000 00000 00002 00005 00000 00001 
00000 00000 00000 00005 00002 00000 00000 00002 00000 00000 00000 00006 00002 00000 00000 00000 00001 00010 00000 00000 00003 00008 00000 00000 00001 00000 00000 00000 00002 00008 00000 00000 00000 00001 00009 00000 00000 00001 00000 00002 00001 00001 00001 00004 00003 00003 00001 00001 00000 00000 00012 00000 00001 00003 00004 00000 00000 00001 00000 00002 00000 00000 00000 00000 00003 00033 00000 00000 00000 00000 00000 00004 00001 00001 00000 00000 00000 00000 00000 00000 00004 00006 00012 00003 00000 00000 00000 00002 00000 00000 
00000 00000 00000 00000 00000 00004 00003 00002 00000 00000 00003 00000 00004 00008 00000 00001 00000 00000 00002 00001 00001 00001 00000 00003 00000 00002 00001 00000 00000 00000 00000 00001 00000 00001 00000 00001 00000 00000 00000 00005 00000 00001 00000 00003 00000 00000 00000 00000 00008 00002 00000 00000 00005 00000 00001 00000 00000 00000 00000 00006 00000 00000 00000 00000 00000 00008 00000 00000 00009 00000 00000 00000 00001 00000 00000 00001 00000 00001 00000 00000 00009 00002 00000 00000 00000 00000 00003 00002 00000 00000 
00000 00000 00000 00000 00000 00000 00003 00000 00002 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00001 00001 00000 00003 00000 00000 00002 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00002 00002 00002 00000 00000 00000 00000 00000 00000 00002 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00008 00000 00000 00002 00000 00000 00003 00001 00001 00000 00000 00000 00000 00006 
00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00002 00000 00000 00002 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00009 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00002 00000 00000 00000 00000 00000 00000 00000 00000 00000 
00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00003 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 
