d w z t
13 47 7 1
13 25 2 0
13 47 2 0
13 20 2 0
13 16 2 0
13 31 2 0
13 20 2 0
13 24 2 0
13 26 2 0
13 47 2 0
13 47 2 0
13 31 2 0
13 20 2 0
13 20 2 0
13 47 2 2
108 3 4 0
108 24 4 0
60 9 5 0
60 47 5 0
60 43 5 0
60 45 3 1
8 15 7 0
8 33 7 1
8 41 7 0
8 41 7 0
8 20 7 1
30 24 4 1
30 47 5 0
30 6 5 0
30 47 5 0
41 1 4 2
41 20 2 1
41 20 3 0
41 20 3 0
41 24 4 2
41 22 4 2
41 47 2 1
41 7 3 0
41 24 3 0
41 39 3 0
41 39 3 0
41 20 2 1
41 20 3 0
41 47 2 1
41 22 4 2
79 36 5 0
79 12 5 0
79 27 8 1
79 43 5 2
79 46 5 2
79 12 5 2
55 24 4 0
55 24 4 0
55 1 4 0
55 1 4 0
55 20 4 0
55 1 4 0
55 21 4 0
55 1 4 0
55 24 4 0
55 17 4 0
55 24 4 0
55 1 4 0
55 17 4 0
55 1 4 0
74 25 2 0
74 11 0 2
74 31 2 0
74 39 0 2
74 10 9 1
74 31 2 0
74 26 2 0
74 10 9 1
74 31 2 0
74 30 0 2
74 39 3 3
20 39 0 0
20 39 0 0
20 32 0 0
20 21 0 0
20 21 0 0
20 39 0 0
20 39 0 0
20 32 0 0
20 31 0 0
20 39 0 0
20 24 0 0
20 21 0 0
20 3 0 0
20 41 0 0
20 30 0 0
48 46 5 0
48 37 1 1
42 0 1 0
42 45 3 1
42 0 1 0
42 3 1 0
38 24 0 1
38 24 9 3
38 30 0 1
38 39 3 0
38 45 3 0
38 14 3 0
38 26 0 1
38 39 3 0
38 20 3 4
38 30 0 1
38 48 3 0
38 20 9 3
38 39 3 0
38 18 6 5
38 21 0 1
38 39 3 2
38 7 3 0
38 21 3 0
38 20 3 0
38 30 0 1
38 45 6 5
38 48 3 0
38 7 3 0
50 33 5 1
50 33 7 0
50 37 4 2
50 15 7 0
50 12 4 2
100 24 6 0
100 2 6 0
100 24 6 0
100 31 6 0
100 2 6 0
100 31 2 1
100 18 6 0
100 10 9 2
100 21 6 0
100 47 2 1
100 18 6 0
33 37 8 0
33 48 8 0
33 41 7 1
33 37 8 0
22 25 3 0
22 39 0 1
22 45 3 0
22 45 3 0
22 33 3 0
22 45 3 0
22 39 0 1
22 39 3 0
22 39 3 0
22 34 3 0
22 45 3 0
22 39 3 0
22 39 3 0
22 22 3 0
22 45 3 0
22 39 3 0
22 12 3 0
22 39 3 0
22 49 3 0
22 48 3 0
22 22 4 2
22 39 3 0
22 22 3 0
22 26 0 1
63 36 5 0
63 28 5 0
63 46 5 0
63 4 5 0
45 12 5 0
45 45 5 0
45 27 5 0
45 34 2 1
45 46 5 0
40 22 3 0
40 32 0 4
40 7 3 0
40 39 3 0
40 39 0 3
40 22 3 2
40 21 6 1
40 22 3 0
40 22 3 0
40 20 3 0
40 39 3 0
40 47 2 5
40 31 6 1
40 6 6 1
40 20 6 1
40 22 3 0
40 7 3 0
40 24 6 1
40 39 3 0
40 31 6 1
40 21 6 1
40 39 3 0
40 34 3 0
40 22 3 2
40 20 6 1
40 39 3 0
98 35 3 0
98 35 3 0
98 7 3 0
2 24 6 0
2 21 6 0
2 41 6 0
2 31 6 0
2 21 6 0
2 40 6 0
2 8 6 0
2 8 6 0
2 8 6 0
2 21 6 0
2 21 6 0
2 25 9 1
2 24 6 0
2 24 6 0
2 8 6 0
2 24 6 0
2 20 6 0
2 8 6 0
2 21 6 0
2 41 6 0
2 8 6 0
14 16 2 0
14 20 2 0
14 20 2 0
14 31 2 0
14 47 2 0
14 39 3 1
14 41 7 2
14 12 7 2
14 20 2 0
14 20 2 0
14 39 3 1
14 20 3 1
14 40 2 0
14 39 2 0
14 33 7 2
14 16 2 0
14 39 3 1
93 24 4 0
93 24 4 0
93 16 4 0
93 24 4 0
93 16 4 0
93 16 4 0
93 11 4 0
93 20 2 1
93 31 4 2
93 4 2 1
93 32 4 0
93 33 2 1
91 24 6 0
91 17 8 1
16 0 1 0
16 17 8 1
16 37 8 1
16 20 1 0
95 9 5 0
95 18 5 1
95 9 5 1
95 43 5 0
95 18 5 0
18 20 2 1
18 39 2 1
18 20 2 1
18 31 2 2
18 17 2 1
18 11 2 1
18 32 0 0
18 31 2 1
18 31 6 3
18 31 2 1
18 30 6 3
18 31 2 1
18 24 5 4
18 25 2 1
18 33 2 1
18 22 0 5
18 20 2 1
18 34 2 1
67 46 5 0
67 44 4 1
83 47 5 0
83 36 5 0
83 4 5 0
83 45 5 0
83 45 0 1
83 45 0 1
83 45 0 1
37 20 3 0
37 48 3 0
37 17 3 0
37 14 3 0
37 48 3 0
37 39 3 0
37 20 3 0
37 7 3 0
37 24 3 0
