00011 00000 00000 00004 00000 00000 00000 00000 00000 00000 00000 00000 00002 00000 00000 00001 00002 00002 00000 00000 00017 00000 00000 00006 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00003 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 
00000 00000 00000 00004 00000 00000 00000 00001 00000 00000 00000 00014 00000 00000 00001 00000 00005 00000 00000 00000 00005 00000 00001 00000 00025 00000 00010 00000 00000 00010 00031 00001 00016 00004 00000 00006 00000 00000 00000 00014 00003 00000 00000 00001 00002 00009 00000 00002 00001 00000 
00000 00002 00001 00000 00000 00000 00002 00022 00000 00000 00000 00001 00002 00001 00005 00000 00003 00005 00001 00000 00054 00002 00008 00000 00013 00006 00001 00000 00000 00000 00004 00045 00001 00001 00000 00001 00000 00000 00000 00015 00004 00001 00011 00000 00000 00000 00000 00014 00009 00001 
00000 00000 00000 00003 00000 00001 00000 00000 00000 00014 00000 00000 00008 00006 00000 00003 00002 00004 00002 00000 00000 00001 00000 00001 00000 00000 00001 00001 00000 00000 00000 00000 00001 00000 00000 00000 00004 00001 00001 00000 00000 00000 00000 00008 00006 00000 00001 00002 00001 00003 
00000 00000 00001 00000 00000 00000 00002 00000 00013 00000 00000 00000 00001 00004 00000 00000 00000 00000 00000 00000 00002 00009 00000 00000 00007 00002 00000 00000 00000 00000 00000 00004 00000 00000 00000 00001 00000 00000 00000 00000 00001 00004 00000 00000 00000 00002 00000 00000 00000 00000 
00000 00000 00000 00000 00002 00004 00001 00000 00000 00002 00000 00000 00005 00000 00000 00003 00000 00000 00002 00000 00000 00000 00000 00000 00000 00000 00000 00006 00003 00000 00000 00000 00000 00001 00002 00000 00010 00001 00001 00000 00000 00001 00000 00001 00000 00002 00005 00000 00000 00001 
00000 00000 00002 00000 00002 00001 00000 00000 00001 00001 00007 00000 00001 00000 00000 00001 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00003 00000 00000 00000 00001 00001 00000 00001 00000 00001 00002 00000 00000 00000 00005 00001 00001 00000 00004 00001 00008 00000 00007 
00000 00009 00003 00004 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00002 00006 00002 00000 00001 00000 00000 00000 00020 00000 00000 00000 00008 00000 00000 00000 00001 00004 00000 00000 00000 00000 00000 00000 00000 00002 00000 00000 00000 00001 00001 00000 00000 00001 
00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00002 00001 00001 00000 00002 00000 00001 00001 00000 00000 00000 00008 00014 00000 00001 00003 00005 00001 00000 00000 00004 00007 00003 00002 00006 00000 00000 00001 00001 00032 00000 00000 00000 00000 00000 00007 00000 00000 00003 00000 
00000 00000 00000 00000 00005 00000 00004 00000 00000 00000 00000 00001 00004 00000 00000 00001 00011 00000 00000 00006 00001 00000 00000 00000 00005 00000 00001 00000 00000 00000 00000 00000 00001 00000 00002 00000 00001 00001 00000 00000 00000 00000 00000 00005 00000 00000 00002 00000 00001 00001 
00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00002 00000 00000 00000 00000 00000 
00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 
00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00002 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00007 00000 00001 00005 00000 00000 00000 00001 00000 00000 00000 00000 
00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 
