d w z t
22 39 6 0
22 49 6 0
66 43 3 0
66 12 3 0
66 12 3 0
69 15 3 0
69 28 4 1
69 36 3 0
69 5 3 0
69 36 3 0
69 12 3 0
69 36 3 0
69 5 3 0
69 27 3 0
79 36 3 0
79 12 3 0
79 12 3 0
79 46 3 0
79 27 3 0
79 43 3 0
37 14 2 0
37 39 2 0
37 39 2 0
37 48 2 0
37 48 2 0
37 24 2 0
37 20 2 0
37 7 2 0
37 39 2 0
37 20 2 0
37 14 2 0
37 39 2 0
37 31 2 0
37 24 2 0
37 17 3 1
37 48 2 0
37 48 2 0
31 31 2 0
31 12 3 1
31 2 3 1
70 9 3 0
70 9 3 1
70 3 3 0
70 9 3 1
35 30 2 0
35 7 2 0
35 31 2 0
35 40 2 0
35 7 2 0
35 14 2 0
35 7 2 0
35 31 2 0
35 31 2 0
35 31 2 0
35 32 1 1
35 7 2 0
35 25 2 0
35 12 2 0
35 7 2 0
35 31 2 0
35 7 2 0
35 31 2 0
28 11 1 1
28 24 1 1
28 24 1 1
28 30 1 0
28 39 1 1
28 29 1 1
28 24 1 2
28 39 1 0
28 29 1 1
28 3 1 2
28 11 1 1
28 29 1 0
28 24 7 3
98 35 1 0
98 7 1 0
98 35 1 1
87 28 3 1
87 45 3 1
87 24 1 0
87 44 3 1
87 4 3 1
87 20 1 2
87 16 1 0
30 24 1 0
30 6 0 1
30 47 3 2
30 47 3 3
77 17 4 1
77 15 3 0
77 48 3 0
77 43 3 0
77 16 3 0
77 43 3 0
77 15 3 0
77 13 3 0
42 0 4 1
42 45 1 0
42 3 1 0
42 0 5 2
102 9 3 0
102 12 3 0
102 32 3 0
85 49 5 1
85 34 3 0
85 12 3 0
92 24 1 0
92 31 1 0
92 9 3 2
92 31 1 0
92 21 3 1
92 24 1 3
92 44 3 1
92 43 3 2
92 20 1 0
92 31 1 0
92 20 1 0
92 12 3 1
92 24 1 0
5 37 0 0
5 20 0 0
74 30 1 1
74 25 5 0
74 26 1 1
74 39 1 1
74 31 1 1
74 39 1 1
74 10 5 0
74 31 1 1
74 11 1 1
74 31 5 0
74 10 5 0
71 43 3 0
71 2 5 1
71 46 3 0
71 47 5 1
71 24 5 1
68 27 3 0
65 5 3 0
65 12 3 1
65 36 3 1
65 5 3 1
65 36 3 1
65 36 3 0
65 15 3 0
65 28 7 2
65 27 3 1
6 13 3 2
6 24 1 0
6 31 4 1
6 24 1 0
6 30 1 0
6 13 4 1
6 6 4 1
6 26 1 0
6 6 4 1
6 31 1 0
6 31 1 0
6 2 1 0
47 24 7 0
47 24 7 0
47 33 7 0
47 24 7 0
47 24 7 0
47 17 7 0
47 28 7 0
47 3 7 0
47 28 7 0
95 9 3 0
95 9 3 0
95 43 3 1
95 18 3 0
95 18 3 1
32 37 3 1
32 16 1 0
32 16 1 0
55 1 7 0
55 24 7 0
55 1 7 0
55 24 7 0
55 1 7 0
55 24 7 0
55 24 7 0
55 1 7 0
55 1 7 0
55 20 7 0
55 17 7 0
55 1 7 0
55 17 7 0
55 21 7 0
27 44 3 0
27 36 3 1
27 43 3 0
27 9 3 0
27 44 3 0
27 17 3 0
27 36 3 1
27 26 3 0
99 27 3 1
99 9 3 0
99 5 3 1
99 49 3 0
99 13 3 0
99 13 3 0
99 13 4 2
99 13 3 0
99 9 3 0
33 37 3 0
33 41 3 1
33 48 3 0
33 37 3 0
81 4 3 0
81 43 3 0
81 16 3 1
11 29 1 0
11 20 2 2
11 26 1 1
11 32 1 0
11 20 1 1
11 29 1 1
11 20 1 0
11 20 1 1
11 24 1 1
11 29 1 1
11 33 2 2
11 20 1 1
11 40 2 2
11 40 2 2
11 32 1 1
11 30 1 1
11 20 1 1
11 34 1 1
11 31 2 2
11 33 1 1
11 30 1 1
11 32 1 1
11 20 2 2
11 25 2 2
19 31 1 0
19 24 1 0
19 32 6 1
19 39 6 1
19 39 6 1
19 24 1 0
19 3 1 0
19 14 1 0
19 47 5 2
19 45 6 1
19 30 1 0
19 11 1 0
19 31 1 0
19 22 5 3
19 39 1 0
19 30 1 0
19 31 5 2
93 24 1 0
93 24 1 0
93 20 1 0
93 31 1 0
93 11 1 0
93 24 9 1
93 16 1 0
93 33 9 1
93 32 9 1
93 16 9 1
93 4 1 0
93 16 9 1
44 20 0 1
44 3 9 0
44 3 9 0
83 47 3 0
83 45 3 0
83 45 3 0
83 4 3 0
83 36 3 0
83 45 3 0
83 45 3 0
9 49 5 1
9 3 3 0
9 44 3 0
9 23 0 2
9 3 3 0
9 37 3 0
9 17 0 2
54 36 3 0
54 38 3 0
54 38 3 0
108 24 7 0
108 3 3 1
29 24 4 0
29 41 4 0
29 43 4 0
29 49 4 0
29 6 4 0
29 12 4 0
10 30 1 0
10 32 1 0
10 16 1 0
10 30 1 0
10 32 1 0
10 31 1 0
10 29 1 0
10 30 1 0
10 39 1 0
10 14 1 0
10 26 1 0
10 20 0 1
10 32 1 0
10 20 1 0
10 30 2 2
10 20 1 0
10 30 1 0
10 11 1 0
10 20 1 0
10 24 1 0
10 29 1 0
10 29 1 0
10 20 1 0
10 39 1 0
10 11 1 0
10 32 1 0
10 29 1 0
8 33 9 1
8 20 4 0
8 15 0 2
8 41 4 0
8 41 4 0
41 47 2 0
41 20 2 0
41 47 2 0
41 1 2 0
41 20 2 0
41 20 2 0
41 39 2 0
41 22 2 0
41 24 2 0
41 39 2 0
41 20 2 0
41 24 2 0
41 7 2 0
41 22 2 0
41 20 2 0
73 31 2 1
73 21 3 0
73 48 2 1
73 27 3 0
73 18 2 1
76 23 0 0
76 20 0 1
76 20 0 0
76 23 0 0
76 0 0 1
76 12 0 1
76 16 0 1
76 23 0 0
76 0 0 0
76 20 0 0
76 20 0 1
76 20 0 1
76 0 0 0
76 0 0 0
76 20 0 0
76 20 0 1
86 12 3 0
86 13 3 0
86 9 3 0
78 42 5 0
78 31 5 0
78 20 5 0
78 31 5 0
78 42 5 0
78 20 5 0
78 42 5 0
4 24 6 0
4 24 6 0
4 45 6 0
4 24 5 3
4 43 10 1
4 32 10 1
4 45 3 2
4 8 10 1
4 43 10 1
4 39 6 0
4 49 3 2
4 30 6 0
4 11 10 1
4 49 5 3
4 26 6 0
4 22 6 0
4 45 6 0
16 0 0 0
16 37 0 0
16 17 0 0
16 20 0 0
0 37 3 0
0 16 3 0
0 44 3 1
58 16 7 0
58 1 7 0
58 41 7 0
58 24 7 0
58 1 7 0
58 17 7 0
2 8 4 0
2 24 4 0
2 24 4 0
2 8 4 0
2 21 4 0
2 20 4 0
2 41 4 0
2 25 4 0
2 24 4 0
2 8 4 0
2 40 4 0
2 41 4 0
2 8 4 0
2 8 4 0
2 31 4 0
2 24 4 0
2 21 4 0
2 21 4 0
2 8 4 0
2 21 4 0
2 21 4 0
96 10 5 0
96 10 5 0
96 45 5 0
96 10 5 0
96 10 5 0
48 37 3 0
48 46 3 1
36 7 2 0
36 35 2 0
36 42 2 0
36 20 2 0
36 40 2 0
36 7 2 0
36 48 2 0
36 40 2 0
36 1 2 0
36 20 5 1
36 30 2 0
36 14 2 0
36 7 2 0
36 7 2 0
36 40 2 0
36 35 2 0
36 24 2 0
36 39 2 0
36 22 2 0
36 39 2 0
75 40 4 0
75 41 4 0
75 5 4 0
82 38 1 0
82 9 5 1
