time iter num.topics num.tables likelihood gamma alpha split merge trial
    2.00 00374 0012 00223 -4011.15122 1.00000 1.00000 0 0 0
    2.00 00375 0016 00231 -4017.62262 1.00000 1.00000 0 0 0
    2.00 00376 0012 00234 -4022.08183 1.00000 1.00000 0 0 0
    2.00 00377 0011 00232 -3988.32012 1.00000 1.00000 0 0 0
    2.00 00378 0011 00217 -3934.87318 1.00000 1.00000 0 0 0
    2.00 00379 0013 00229 -4028.79858 1.00000 1.00000 0 0 0
    2.00 00380 0014 00241 -4086.60769 1.00000 1.00000 0 0 0
    2.00 00381 0012 00235 -4082.07027 1.00000 1.00000 0 0 0
    2.00 00382 0011 00249 -4123.55204 1.00000 1.00000 0 0 0
    2.00 00383 0012 00227 -4074.92120 1.00000 1.00000 0 0 0
    2.00 00384 0012 00214 -3949.92906 1.00000 1.00000 0 0 0
    2.00 00385 0012 00221 -3941.71589 1.00000 1.00000 0 0 0
    2.00 00386 0013 00231 -3967.21780 1.00000 1.00000 0 0 0
    2.00 00387 0012 00233 -3988.54559 1.00000 1.00000 0 0 0
    2.00 00388 0011 00239 -3995.73919 1.00000 1.00000 0 0 0
    2.00 00389 0011 00234 -3997.48032 1.00000 1.00000 0 0 0
    2.00 00390 0013 00228 -4002.33402 1.00000 1.00000 0 0 0
    2.00 00391 0010 00227 -3904.87212 1.00000 1.00000 0 0 0
    2.00 00392 0010 00212 -3875.84670 1.00000 1.00000 0 0 0
    2.00 00393 0010 00213 -3888.83360 1.00000 1.00000 0 0 0
    2.00 00394 0012 00228 -3975.96654 1.00000 1.00000 0 0 0
    2.00 00395 0012 00212 -3926.38187 1.00000 1.00000 0 0 0
    2.00 00396 0010 00224 -3983.48006 1.00000 1.00000 0 0 0
    2.00 00397 0012 00222 -3992.34300 1.00000 1.00000 0 0 0
    2.00 00398 0014 00244 -4048.17369 1.00000 1.00000 0 0 0
    2.00 00399 0014 00228 -4063.63325 1.00000 1.00000 0 0 0
    2.00 00400 0012 00233 -4001.75867 1.00000 1.00000 0 0 0
    2.00 00401 0011 00239 -4027.52132 1.00000 1.00000 0 0 0
    2.00 00402 0011 00230 -3970.63559 1.00000 1.00000 0 0 0
    2.00 00403 0011 00228 -3916.67346 1.00000 1.00000 0 0 0
    2.00 00404 0011 00237 -3957.78904 1.00000 1.00000 0 0 0
    2.00 00405 0012 00236 -3994.41781 1.00000 1.00000 0 0 0
    2.00 00406 0010 00227 -3959.16920 1.00000 1.00000 0 0 0
    2.00 00407 0011 00217 -3934.26736 1.00000 1.00000 0 0 0
    2.00 00408 0010 00225 -3951.65657 1.00000 1.00000 0 0 0
    2.00 00409 0011 00231 -3943.19087 1.00000 1.00000 0 0 0
    2.00 00410 0011 00220 -3909.71491 1.00000 1.00000 0 0 0
    2.00 00411 0011 00225 -3898.69168 1.00000 1.00000 0 0 0
    2.00 00412 0012 00238 -3987.90077 1.00000 1.00000 0 0 0
    2.00 00413 0013 00235 -4001.08176 1.00000 1.00000 0 0 0
    2.00 00414 0011 00254 -4097.99713 1.00000 1.00000 0 0 0
    2.00 00415 0014 00246 -4092.71627 1.00000 1.00000 0 0 0
    2.00 00416 0014 00218 -3949.35234 1.00000 1.00000 0 0 0
    2.00 00417 0013 00229 -3940.53566 1.00000 1.00000 0 0 0
    2.00 00418 0011 00230 -3972.90172 1.00000 1.00000 0 0 0
    2.00 00419 0011 00236 -4020.01105 1.00000 1.00000 0 0 0
    2.00 00420 0011 00241 -4046.65300 1.00000 1.00000 0 0 0
    2.00 00421 0011 00255 -4070.28613 1.00000 1.00000 0 0 0
    2.00 00422 0011 00242 -4050.72357 1.00000 1.00000 0 0 0
    2.00 00423 0012 00226 -4004.10556 1.00000 1.00000 0 0 0
    2.00 00424 0011 00230 -4060.57421 1.00000 1.00000 0 0 0
    2.00 00425 0012 00236 -4073.64502 1.00000 1.00000 0 0 0
    2.00 00426 0013 00225 -4036.38688 1.00000 1.00000 0 0 0
    2.00 00427 0012 00240 -4028.37928 1.00000 1.00000 0 0 0
    2.00 00428 0011 00244 -4090.75268 1.00000 1.00000 0 0 0
    2.00 00429 0011 00242 -4052.26899 1.00000 1.00000 0 0 0
    2.00 00430 0012 00228 -3999.50011 1.00000 1.00000 0 0 0
    2.00 00431 0011 00216 -3987.00359 1.00000 1.00000 0 0 0
    2.00 00432 0011 00228 -3991.00835 1.00000 1.00000 0 0 0
    2.00 00433 0011 00225 -3895.10542 1.00000 1.00000 0 0 0
    2.00 00434 0012 00222 -3965.65000 1.00000 1.00000 0 0 0
    2.00 00435 0011 00220 -3977.42337 1.00000 1.00000 0 0 0
    2.00 00436 0010 00223 -3973.39004 1.00000 1.00000 0 0 0
    2.00 00437 0010 00225 -3963.58081 1.00000 1.00000 0 0 0
    2.00 00438 0012 00223 -3970.53663 1.00000 1.00000 0 0 0
    2.00 00439 0013 00225 -3957.27408 1.00000 1.00000 0 0 0
    2.00 00440 0014 00228 -3948.26224 1.00000 1.00000 0 0 0
    2.00 00441 0014 00222 -3988.12632 1.00000 1.00000 0 0 0
    2.00 00442 0014 00227 -4012.80521 1.00000 1.00000 0 0 0
    2.00 00443 0015 00233 -3987.90608 1.00000 1.00000 0 0 0
    2.00 00444 0012 00229 -3969.29324 1.00000 1.00000 0 0 0
    2.00 00445 0013 00219 -3930.00899 1.00000 1.00000 0 0 0
    2.00 00446 0014 00222 -3917.73512 1.00000 1.00000 0 0 0
    2.00 00447 0014 00229 -3954.45856 1.00000 1.00000 0 0 0
    2.00 00448 0012 00237 -4007.55819 1.00000 1.00000 0 0 0
    2.00 00449 0013 00253 -4087.83602 1.00000 1.00000 0 0 0
    2.00 00450 0013 00239 -4055.95036 1.00000 1.00000 0 0 0
    2.00 00451 0012 00242 -4013.05816 1.00000 1.00000 0 0 0
    2.00 00452 0011 00220 -3934.06328 1.00000 1.00000 0 0 0
    2.00 00453 0012 00220 -3903.45672 1.00000 1.00000 0 0 0
    2.00 00454 0011 00226 -3976.41127 1.00000 1.00000 0 0 0
    2.00 00455 0012 00218 -3975.50968 1.00000 1.00000 0 0 0
    2.00 00456 0013 00222 -3986.53050 1.00000 1.00000 0 0 0
    2.00 00457 0011 00236 -3951.29532 1.00000 1.00000 0 0 0
    2.00 00458 0011 00229 -3975.37923 1.00000 1.00000 0 0 0
    2.00 00459 0013 00233 -4040.08197 1.00000 1.00000 0 0 0
    2.00 00460 0012 00235 -4032.34083 1.00000 1.00000 0 0 0
    2.00 00461 0012 00217 -3935.49572 1.00000 1.00000 0 0 0
    2.00 00462 0012 00212 -3968.56292 1.00000 1.00000 0 0 0
    2.00 00463 0013 00220 -3967.36902 1.00000 1.00000 0 0 0
    2.00 00464 0014 00220 -3962.38685 1.00000 1.00000 0 0 0
    2.00 00465 0016 00222 -4009.39749 1.00000 1.00000 0 0 0
    2.00 00466 0015 00221 -3966.03106 1.00000 1.00000 0 0 0
    2.00 00467 0015 00212 -3974.86559 1.00000 1.00000 0 0 0
    2.00 00468 0016 00223 -4043.91384 1.00000 1.00000 0 0 0
    2.00 00469 0016 00221 -4075.59026 1.00000 1.00000 0 0 0
    2.00 00470 0016 00225 -4049.44389 1.00000 1.00000 0 0 0
    2.00 00471 0014 00226 -3999.85161 1.00000 1.00000 0 0 0
    2.00 00472 0012 00208 -3880.88495 1.00000 1.00000 0 0 0
    2.00 00473 0012 00212 -3913.09819 1.00000 1.00000 0 0 0
    2.00 00474 0012 00226 -4011.21514 1.00000 1.00000 0 0 0
    2.00 00475 0014 00220 -4010.71595 1.00000 1.00000 0 0 0
    2.00 00476 0013 00208 -3984.76453 1.00000 1.00000 0 0 0
    2.00 00477 0012 00223 -4019.21150 1.00000 1.00000 0 0 0
    2.00 00478 0013 00236 -4086.85329 1.00000 1.00000 0 0 0
    2.00 00479 0013 00228 -4060.05513 1.00000 1.00000 0 0 0
    2.00 00480 0014 00227 -4064.48561 1.00000 1.00000 0 0 0
    2.00 00481 0012 00225 -3995.57514 1.00000 1.00000 0 0 0
    2.00 00482 0012 00222 -4022.61386 1.00000 1.00000 0 0 0
    2.00 00483 0015 00227 -4017.31780 1.00000 1.00000 0 0 0
    2.00 00484 0012 00226 -4039.45493 1.00000 1.00000 0 0 0
    2.00 00485 0013 00232 -4122.64101 1.00000 1.00000 0 0 0
    2.00 00486 0014 00232 -4083.93690 1.00000 1.00000 0 0 0
    2.00 00487 0015 00232 -4095.60392 1.00000 1.00000 0 0 0
    2.00 00488 0014 00235 -4069.55590 1.00000 1.00000 0 0 0
    2.00 00489 0013 00231 -3980.80588 1.00000 1.00000 0 0 0
    2.00 00490 0010 00228 -3982.10999 1.00000 1.00000 0 0 0
    2.00 00491 0011 00222 -3952.14709 1.00000 1.00000 0 0 0
    2.00 00492 0012 00224 -4017.91697 1.00000 1.00000 0 0 0
    2.00 00493 0012 00240 -4070.02130 1.00000 1.00000 0 0 0
    2.00 00494 0012 00240 -4077.87253 1.00000 1.00000 0 0 0
    2.00 00495 0013 00244 -4035.37748 1.00000 1.00000 0 0 0
    2.00 00496 0012 00244 -4027.61607 1.00000 1.00000 0 0 0
    2.00 00497 0012 00248 -4047.20550 1.00000 1.00000 0 0 0
    2.00 00498 0014 00238 -4054.15910 1.00000 1.00000 0 0 0
    2.00 00499 0012 00226 -4055.18100 1.00000 1.00000 0 0 0
    2.00 00500 0013 00225 -4022.41600 1.00000 1.00000 0 0 0
    2.00 00501 0012 00228 -4008.07032 1.00000 1.00000 0 0 0
    2.00 00502 0014 00229 -4009.85039 1.00000 1.00000 0 0 0
    2.00 00503 0014 00217 -3973.40786 1.00000 1.00000 0 0 0
    2.00 00504 0015 00218 -4022.81581 1.00000 1.00000 0 0 0
    2.00 00505 0012 00222 -4016.03657 1.00000 1.00000 0 0 0
    2.00 00506 0011 00223 -4007.51539 1.00000 1.00000 0 0 0
    2.00 00507 0013 00234 -3973.77061 1.00000 1.00000 0 0 0
    2.00 00508 0013 00247 -4077.27595 1.00000 1.00000 0 0 0
    2.00 00509 0012 00247 -4097.27990 1.00000 1.00000 0 0 0
    2.00 00510 0014 00224 -4041.26658 1.00000 1.00000 0 0 0
    2.00 00511 0012 00232 -4049.58203 1.00000 1.00000 0 0 0
    2.00 00512 0011 00232 -3999.29955 1.00000 1.00000 0 0 0
    2.00 00513 0014 00230 -4025.98415 1.00000 1.00000 0 0 0
    3.00 00514 0013 00247 -4054.56049 1.00000 1.00000 0 0 0
    3.00 00515 0012 00235 -4045.28147 1.00000 1.00000 0 0 0
    3.00 00516 0015 00215 -4006.55534 1.00000 1.00000 0 0 0
    3.00 00517 0012 00224 -3996.43989 1.00000 1.00000 0 0 0
    3.00 00518 0012 00234 -4008.76629 1.00000 1.00000 0 0 0
    3.00 00519 0012 00215 -3908.28465 1.00000 1.00000 0 0 0
    3.00 00520 0014 00226 -3979.72953 1.00000 1.00000 0 0 0
    3.00 00521 0015 00224 -4011.60948 1.00000 1.00000 0 0 0
    3.00 00522 0015 00225 -4004.87956 1.00000 1.00000 0 0 0
    3.00 00523 0013 00229 -3989.77791 1.00000 1.00000 0 0 0
    3.00 00524 0015 00218 -4001.27441 1.00000 1.00000 0 0 0
    3.00 00525 0015 00220 -3971.06848 1.00000 1.00000 0 0 0
    3.00 00526 0014 00228 -4041.15664 1.00000 1.00000 0 0 0
    3.00 00527 0014 00232 -4010.90887 1.00000 1.00000 0 0 0
    3.00 00528 0014 00222 -4035.42442 1.00000 1.00000 0 0 0
    3.00 00529 0014 00232 -4018.50718 1.00000 1.00000 0 0 0
    3.00 00530 0015 00229 -4015.08450 1.00000 1.00000 0 0 0
    3.00 00531 0015 00252 -4110.47447 1.00000 1.00000 0 0 0
    3.00 00532 0013 00239 -4117.18257 1.00000 1.00000 0 0 0
    3.00 00533 0012 00227 -4018.18996 1.00000 1.00000 0 0 0
    3.00 00534 0012 00229 -4031.16185 1.00000 1.00000 0 0 0
    3.00 00535 0012 00237 -4142.58109 1.00000 1.00000 0 0 0
    3.00 00536 0015 00242 -4137.93674 1.00000 1.00000 0 0 0
    3.00 00537 0013 00237 -4085.23768 1.00000 1.00000 0 0 0
    3.00 00538 0012 00236 -4071.71083 1.00000 1.00000 0 0 0
    3.00 00539 0012 00231 -4061.17145 1.00000 1.00000 0 0 0
    3.00 00540 0015 00232 -4092.45377 1.00000 1.00000 0 0 0
    3.00 00541 0013 00231 -4068.64859 1.00000 1.00000 0 0 0
    3.00 00542 0011 00237 -4045.80770 1.00000 1.00000 0 0 0
    3.00 00543 0010 00232 -4004.75526 1.00000 1.00000 0 0 0
    3.00 00544 0010 00227 -3986.42838 1.00000 1.00000 0 0 0
    3.00 00545 0012 00226 -3976.95364 1.00000 1.00000 0 0 0
    3.00 00546 0010 00209 -3930.21394 1.00000 1.00000 0 0 0
    3.00 00547 0013 00230 -4045.73181 1.00000 1.00000 0 0 0
    3.00 00548 0012 00224 -4044.81743 1.00000 1.00000 0 0 0
    3.00 00549 0011 00234 -4014.76148 1.00000 1.00000 0 0 0
    3.00 00550 0012 00227 -3991.89645 1.00000 1.00000 0 0 0
    3.00 00551 0013 00240 -4046.16095 1.00000 1.00000 0 0 0
    3.00 00552 0012 00230 -4043.05744 1.00000 1.00000 0 0 0
    3.00 00553 0015 00238 -4076.90842 1.00000 1.00000 0 0 0
    3.00 00554 0014 00237 -4058.37278 1.00000 1.00000 0 0 0
    3.00 00555 0013 00223 -3977.85087 1.00000 1.00000 0 0 0
    3.00 00556 0012 00220 -3928.62776 1.00000 1.00000 0 0 0
    3.00 00557 0013 00227 -4002.67867 1.00000 1.00000 0 0 0
    3.00 00558 0013 00218 -3934.29860 1.00000 1.00000 0 0 0
    3.00 00559 0012 00225 -3988.26192 1.00000 1.00000 0 0 0
    3.00 00560 0011 00228 -4006.66197 1.00000 1.00000 0 0 0
    3.00 00561 0011 00225 -3975.59791 1.00000 1.00000 0 0 0
    3.00 00562 0012 00244 -4048.32891 1.00000 1.00000 0 0 0
    3.00 00563 0014 00223 -4045.40907 1.00000 1.00000 0 0 0
    3.00 00564 0016 00231 -4031.86410 1.00000 1.00000 0 0 0
    3.00 00565 0015 00217 -3919.42027 1.00000 1.00000 0 0 0
    3.00 00566 0015 00235 -3990.41339 1.00000 1.00000 0 0 0
    3.00 00567 0014 00227 -3950.07725 1.00000 1.00000 0 0 0
    3.00 00568 0013 00234 -3981.21658 1.00000 1.00000 0 0 0
    3.00 00569 0012 00233 -4057.20557 1.00000 1.00000 0 0 0
    3.00 00570 0012 00256 -4100.95840 1.00000 1.00000 0 0 0
    3.00 00571 0012 00241 -4006.58775 1.00000 1.00000 0 0 0
    3.00 00572 0011 00221 -3899.17102 1.00000 1.00000 0 0 0
    3.00 00573 0010 00217 -3895.76403 1.00000 1.00000 0 0 0
    3.00 00574 0010 00222 -3911.94413 1.00000 1.00000 0 0 0
    3.00 00575 0010 00223 -3953.41472 1.00000 1.00000 0 0 0
    3.00 00576 0010 00227 -3961.77471 1.00000 1.00000 0 0 0
    3.00 00577 0013 00234 -4099.90986 1.00000 1.00000 0 0 0
    3.00 00578 0011 00222 -4014.73766 1.00000 1.00000 0 0 0
    3.00 00579 0012 00214 -3982.57897 1.00000 1.00000 0 0 0
    3.00 00580 0013 00236 -4065.00470 1.00000 1.00000 0 0 0
    3.00 00581 0015 00230 -4019.72689 1.00000 1.00000 0 0 0
    3.00 00582 0017 00235 -4068.01778 1.00000 1.00000 0 0 0
    3.00 00583 0016 00216 -3944.98653 1.00000 1.00000 0 0 0
    3.00 00584 0013 00232 -4024.15459 1.00000 1.00000 0 0 0
    3.00 00585 0011 00226 -3979.33510 1.00000 1.00000 0 0 0
    3.00 00586 0015 00220 -3984.18738 1.00000 1.00000 0 0 0
    3.00 00587 0015 00243 -4109.56383 1.00000 1.00000 0 0 0
    3.00 00588 0014 00242 -4101.62725 1.00000 1.00000 0 0 0
    3.00 00589 0015 00234 -4130.76946 1.00000 1.00000 0 0 0
    3.00 00590 0013 00240 -4128.01286 1.00000 1.00000 0 0 0
    3.00 00591 0013 00244 -4117.95804 1.00000 1.00000 0 0 0
    3.00 00592 0013 00227 -4060.93868 1.00000 1.00000 0 0 0
    3.00 00593 0013 00219 -3978.82295 1.00000 1.00000 0 0 0
    3.00 00594 0013 00220 -3996.45892 1.00000 1.00000 0 0 0
    3.00 00595 0015 00219 -3998.70032 1.00000 1.00000 0 0 0
    3.00 00596 0015 00219 -4016.41358 1.00000 1.00000 0 0 0
    3.00 00597 0014 00217 -3943.59309 1.00000 1.00000 0 0 0
    3.00 00598 0012 00214 -3926.78533 1.00000 1.00000 0 0 0
    3.00 00599 0012 00227 -3992.55282 1.00000 1.00000 0 0 0
    3.00 00600 0013 00237 -4079.89597 1.00000 1.00000 0 0 0
    3.00 00601 0011 00239 -4082.78951 1.00000 1.00000 0 0 0
    3.00 00602 0010 00253 -4122.67305 1.00000 1.00000 0 0 0
    3.00 00603 0013 00237 -4080.75738 1.00000 1.00000 0 0 0
    3.00 00604 0014 00241 -4077.56912 1.00000 1.00000 0 0 0
    3.00 00605 0015 00240 -4062.47092 1.00000 1.00000 0 0 0
    3.00 00606 0015 00239 -4030.08974 1.00000 1.00000 0 0 0
    3.00 00607 0013 00230 -4014.97085 1.00000 1.00000 0 0 0
    3.00 00608 0012 00235 -3996.18271 1.00000 1.00000 0 0 0
    3.00 00609 0013 00226 -3964.21318 1.00000 1.00000 0 0 0
    3.00 00610 0016 00235 -3981.92969 1.00000 1.00000 0 0 0
    3.00 00611 0014 00220 -3959.67671 1.00000 1.00000 0 0 0
    3.00 00612 0014 00219 -4014.28972 1.00000 1.00000 0 0 0
    3.00 00613 0014 00226 -4022.75680 1.00000 1.00000 0 0 0
    3.00 00614 0015 00228 -4052.40089 1.00000 1.00000 0 0 0
    3.00 00615 0012 00227 -3993.11497 1.00000 1.00000 0 0 0
    3.00 00616 0012 00218 -3948.86884 1.00000 1.00000 0 0 0
    3.00 00617 0011 00227 -3954.65351 1.00000 1.00000 0 0 0
    3.00 00618 0011 00224 -3985.77569 1.00000 1.00000 0 0 0
    3.00 00619 0011 00222 -4007.97344 1.00000 1.00000 0 0 0
    3.00 00620 0013 00218 -3927.28266 1.00000 1.00000 0 0 0
    3.00 00621 0012 00217 -3953.67754 1.00000 1.00000 0 0 0
    3.00 00622 0013 00229 -3978.54652 1.00000 1.00000 0 0 0
    3.00 00623 0011 00226 -4022.65772 1.00000 1.00000 0 0 0
    3.00 00624 0012 00238 -4067.78532 1.00000 1.00000 0 0 0
    3.00 00625 0013 00248 -4135.91325 1.00000 1.00000 0 0 0
    3.00 00626 0013 00235 -4087.56344 1.00000 1.00000 0 0 0
    3.00 00627 0014 00228 -4072.87754 1.00000 1.00000 0 0 0
    3.00 00628 0013 00222 -4056.83734 1.00000 1.00000 0 0 0
    3.00 00629 0012 00234 -4075.35235 1.00000 1.00000 0 0 0
    3.00 00630 0012 00223 -4006.71700 1.00000 1.00000 0 0 0
    3.00 00631 0012 00224 -4005.29472 1.00000 1.00000 0 0 0
    3.00 00632 0013 00221 -4032.12137 1.00000 1.00000 0 0 0
    3.00 00633 0014 00237 -4069.20364 1.00000 1.00000 0 0 0
    3.00 00634 0011 00236 -4054.07627 1.00000 1.00000 0 0 0
    3.00 00635 0012 00236 -3969.90888 1.00000 1.00000 0 0 0
    3.00 00636 0012 00238 -4001.81630 1.00000 1.00000 0 0 0
    3.00 00637 0011 00231 -4002.97148 1.00000 1.00000 0 0 0
    3.00 00638 0012 00239 -4036.14693 1.00000 1.00000 0 0 0
    3.00 00639 0011 00238 -4017.21221 1.00000 1.00000 0 0 0
    3.00 00640 0014 00224 -4003.35929 1.00000 1.00000 0 0 0
    3.00 00641 0018 00232 -4053.01017 1.00000 1.00000 0 0 0
    3.00 00642 0015 00231 -4027.92065 1.00000 1.00000 0 0 0
    3.00 00643 0014 00242 -4028.33126 1.00000 1.00000 0 0 0
    3.00 00644 0012 00233 -4037.18966 1.00000 1.00000 0 0 0
    3.00 00645 0014 00238 -4050.43661 1.00000 1.00000 0 0 0
    3.00 00646 0011 00224 -3921.64042 1.00000 1.00000 0 0 0
    3.00 00647 0011 00225 -3948.13192 1.00000 1.00000 0 0 0
    3.00 00648 0009 00226 -3937.50719 1.00000 1.00000 0 0 0
    3.00 00649 0013 00232 -3949.02760 1.00000 1.00000 0 0 0
    3.00 00650 0014 00231 -3954.56196 1.00000 1.00000 0 0 0
    3.00 00651 0011 00232 -3872.29234 1.00000 1.00000 0 0 0
    3.00 00652 0011 00227 -3903.50859 1.00000 1.00000 0 0 0
    3.00 00653 0010 00224 -3896.24253 1.00000 1.00000 0 0 0
    3.00 00654 0010 00236 -3981.58077 1.00000 1.00000 0 0 0
    3.00 00655 0012 00230 -3917.38535 1.00000 1.00000 0 0 0
    3.00 00656 0010 00241 -3965.63647 1.00000 1.00000 0 0 0
    3.00 00657 0012 00224 -3952.56378 1.00000 1.00000 0 0 0
    3.00 00658 0011 00247 -3959.42587 1.00000 1.00000 0 0 0
    3.00 00659 0010 00229 -3950.45667 1.00000 1.00000 0 0 0
    3.00 00660 0012 00237 -4012.15622 1.00000 1.00000 0 0 0
    3.00 00661 0011 00219 -3922.69393 1.00000 1.00000 0 0 0
    3.00 00662 0012 00228 -3957.14535 1.00000 1.00000 0 0 0
    3.00 00663 0010 00220 -3917.82386 1.00000 1.00000 0 0 0
    3.00 00664 0011 00225 -3906.68512 1.00000 1.00000 0 0 0
    3.00 00665 0011 00219 -3920.68910 1.00000 1.00000 0 0 0
    3.00 00666 0011 00240 -3997.26469 1.00000 1.00000 0 0 0
    3.00 00667 0009 00240 -3986.05286 1.00000 1.00000 0 0 0
    3.00 00668 0011 00222 -3951.70947 1.00000 1.00000 0 0 0
    3.00 00669 0012 00223 -3940.45384 1.00000 1.00000 0 0 0
    3.00 00670 0012 00234 -3987.02967 1.00000 1.00000 0 0 0
    3.00 00671 0012 00233 -3939.22391 1.00000 1.00000 0 0 0
    3.00 00672 0012 00234 -3931.16113 1.00000 1.00000 0 0 0
    3.00 00673 0012 00233 -3959.37030 1.00000 1.00000 0 0 0
    3.00 00674 0011 00231 -3956.51102 1.00000 1.00000 0 0 0
    3.00 00675 0011 00229 -4012.83777 1.00000 1.00000 0 0 0
    3.00 00676 0012 00233 -4018.14790 1.00000 1.00000 0 0 0
    3.00 00677 0012 00235 -3996.43853 1.00000 1.00000 0 0 0
    3.00 00678 0012 00232 -4015.35050 1.00000 1.00000 0 0 0
    3.00 00679 0013 00231 -4030.54075 1.00000 1.00000 0 0 0
    3.00 00680 0013 00236 -3975.66351 1.00000 1.00000 0 0 0
    3.00 00681 0013 00244 -4045.73282 1.00000 1.00000 0 0 0
    3.00 00682 0012 00227 -4068.20942 1.00000 1.00000 0 0 0
    3.00 00683 0012 00249 -4065.52996 1.00000 1.00000 0 0 0
    3.00 00684 0012 00244 -4023.23416 1.00000 1.00000 0 0 0
    3.00 00685 0014 00230 -4055.99313 1.00000 1.00000 0 0 0
    3.00 00686 0012 00217 -3959.81115 1.00000 1.00000 0 0 0
    3.00 00687 0012 00232 -4024.25613 1.00000 1.00000 0 0 0
    3.00 00688 0012 00228 -4019.18543 1.00000 1.00000 0 0 0
    3.00 00689 0010 00226 -4014.68170 1.00000 1.00000 0 0 0
    3.00 00690 0010 00225 -3987.99096 1.00000 1.00000 0 0 0
    3.00 00691 0011 00229 -4013.27934 1.00000 1.00000 0 0 0
    3.00 00692 0013 00228 -4001.95486 1.00000 1.00000 0 0 0
    3.00 00693 0010 00231 -4020.76650 1.00000 1.00000 0 0 0
    3.00 00694 0011 00236 -3985.93378 1.00000 1.00000 0 0 0
    3.00 00695 0011 00235 -3985.24821 1.00000 1.00000 0 0 0
    3.00 00696 0011 00233 -4030.73926 1.00000 1.00000 0 0 0
    3.00 00697 0012 00237 -4026.33828 1.00000 1.00000 0 0 0
    3.00 00698 0010 00234 -4025.66513 1.00000 1.00000 0 0 0
    3.00 00699 0011 00236 -4024.15911 1.00000 1.00000 0 0 0
    3.00 00700 0010 00235 -4031.22777 1.00000 1.00000 0 0 0
    3.00 00701 0011 00231 -4007.45447 1.00000 1.00000 0 0 0
    3.00 00702 0011 00229 -3975.41189 1.00000 1.00000 0 0 0
    3.00 00703 0011 00226 -4006.17909 1.00000 1.00000 0 0 0
    3.00 00704 0012 00222 -3998.02885 1.00000 1.00000 0 0 0
    3.00 00705 0013 00237 -4056.54073 1.00000 1.00000 0 0 0
    3.00 00706 0015 00243 -4019.30867 1.00000 1.00000 0 0 0
    3.00 00707 0013 00233 -3989.30672 1.00000 1.00000 0 0 0
    3.00 00708 0012 00219 -3965.22430 1.00000 1.00000 0 0 0
    3.00 00709 0012 00226 -3961.03674 1.00000 1.00000 0 0 0
    3.00 00710 0013 00223 -3997.57183 1.00000 1.00000 0 0 0
    3.00 00711 0013 00212 -3967.89622 1.00000 1.00000 0 0 0
    3.00 00712 0012 00227 -3995.36789 1.00000 1.00000 0 0 0
    3.00 00713 0012 00232 -4064.29620 1.00000 1.00000 0 0 0
    3.00 00714 0013 00236 -4068.14142 1.00000 1.00000 0 0 0
    3.00 00715 0012 00234 -4052.07015 1.00000 1.00000 0 0 0
    3.00 00716 0012 00221 -4006.48995 1.00000 1.00000 0 0 0
    4.00 00717 0014 00240 -4060.43105 1.00000 1.00000 0 0 0
    4.00 00718 0014 00227 -4038.04571 1.00000 1.00000 0 0 0
    4.00 00719 0014 00227 -3987.38598 1.00000 1.00000 0 0 0
    4.00 00720 0011 00242 -4014.70229 1.00000 1.00000 0 0 0
    4.00 00721 0013 00238 -4006.02489 1.00000 1.00000 0 0 0
    4.00 00722 0014 00240 -4030.51907 1.00000 1.00000 0 0 0
    4.00 00723 0015 00236 -4032.15663 1.00000 1.00000 0 0 0
    4.00 00724 0014 00236 -4061.41271 1.00000 1.00000 0 0 0
    4.00 00725 0013 00230 -4046.06099 1.00000 1.00000 0 0 0
    4.00 00726 0013 00224 -4024.43154 1.00000 1.00000 0 0 0
    4.00 00727 0013 00231 -4075.05267 1.00000 1.00000 0 0 0
    4.00 00728 0016 00237 -4028.27920 1.00000 1.00000 0 0 0
    4.00 00729 0013 00227 -3924.79372 1.00000 1.00000 0 0 0
    4.00 00730 0012 00244 -4003.36171 1.00000 1.00000 0 0 0
    4.00 00731 0012 00245 -4024.86651 1.00000 1.00000 0 0 0
    4.00 00732 0011 00235 -4080.25448 1.00000 1.00000 0 0 0
    4.00 00733 0012 00243 -4096.23549 1.00000 1.00000 0 0 0
    4.00 00734 0012 00252 -4183.96515 1.00000 1.00000 0 0 0
    4.00 00735 0013 00245 -4135.56746 1.00000 1.00000 0 0 0
    4.00 00736 0014 00243 -4168.70955 1.00000 1.00000 0 0 0
    4.00 00737 0012 00220 -4048.76772 1.00000 1.00000 0 0 0
    4.00 00738 0013 00216 -3951.70535 1.00000 1.00000 0 0 0
    4.00 00739 0013 00230 -3996.16093 1.00000 1.00000 0 0 0
    4.00 00740 0013 00228 -4043.83262 1.00000 1.00000 0 0 0
    4.00 00741 0013 00242 -4058.09206 1.00000 1.00000 0 0 0
    4.00 00742 0012 00238 -4051.00711 1.00000 1.00000 0 0 0
    4.00 00743 0013 00247 -4030.57791 1.00000 1.00000 0 0 0
    4.00 00744 0013 00222 -3938.31743 1.00000 1.00000 0 0 0
    4.00 00745 0010 00223 -3975.77359 1.00000 1.00000 0 0 0
    4.00 00746 0010 00234 -4001.60780 1.00000 1.00000 0 0 0
    4.00 00747 0012 00229 -3965.99630 1.00000 1.00000 0 0 0
    4.00 00748 0012 00240 -4045.11196 1.00000 1.00000 0 0 0
    4.00 00749 0014 00249 -4040.36494 1.00000 1.00000 0 0 0
    4.00 00750 0015 00249 -4104.38313 1.00000 1.00000 0 0 0
