d w z t
6 6 11 2
6 26 10 0
6 31 10 0
6 24 0 1
6 2 11 2
6 13 10 0
6 31 2 3
6 31 10 0
56 42 13 0
26 3 9 0
26 27 9 1
49 38 4 0
49 41 4 0
49 38 4 0
49 9 4 0
49 17 4 0
49 38 4 0
49 41 4 0
49 38 4 0
49 38 4 0
22 49 3 0
22 39 3 0
22 33 3 0
22 45 3 0
22 39 3 0
22 39 3 0
22 22 3 0
22 39 0 3
22 12 3 0
22 39 3 0
22 39 3 0
22 45 8 4
22 26 3 0
22 39 3 0
22 22 3 0
22 48 8 2
22 39 3 0
22 45 8 4
22 45 3 0
22 34 8 4
22 22 3 0
22 25 0 1
22 39 3 0
22 45 8 2
15 17 4 0
15 38 4 0
15 36 4 0
104 2 4 0
104 41 4 0
104 46 4 0
104 36 4 0
104 45 4 0
104 3 4 0
104 32 9 1
104 13 4 0
27 44 9 0
27 26 0 2
27 36 9 1
27 44 9 1
27 9 9 1
27 36 9 1
27 17 0 2
27 43 9 1
108 24 7 0
108 3 7 1
31 31 11 0
31 12 9 1
31 2 4 2
95 18 5 0
95 18 8 1
95 9 11 2
95 9 9 3
95 43 5 0
39 24 0 0
39 30 0 0
39 24 0 0
39 35 0 0
39 11 0 0
39 11 0 0
39 30 0 0
39 30 0 0
39 24 0 0
39 30 0 0
39 24 0 0
39 30 0 0
39 24 0 0
39 39 0 0
39 30 0 0
39 33 0 0
39 16 0 0
39 30 0 0
39 30 0 0
39 7 0 0
39 24 0 0
39 45 0 0
39 39 0 0
39 32 0 0
39 32 0 0
39 39 0 0
39 24 0 0
68 27 9 0
28 24 0 0
28 39 0 0
28 29 0 0
28 3 0 0
28 24 7 1
28 29 0 0
28 29 0 0
28 24 0 0
28 39 0 0
28 24 0 0
28 11 0 0
28 30 0 0
28 11 0 0
35 32 9 1
35 12 9 1
35 31 2 0
35 14 2 0
35 31 2 0
35 31 2 0
35 30 2 0
35 7 2 0
35 31 2 0
35 7 2 0
35 7 2 0
35 7 2 0
35 40 2 0
35 7 2 0
35 7 2 0
35 25 2 0
35 31 2 0
35 31 2 0
101 16 2 0
101 12 7 1
101 46 0 2
102 9 9 0
102 32 9 0
102 12 9 0
40 39 2 0
40 32 3 1
40 6 2 0
40 39 3 1
40 7 2 0
40 34 3 1
40 39 3 1
40 31 2 0
40 21 3 1
40 39 3 1
40 7 2 2
40 47 2 0
40 39 3 1
40 22 3 1
40 20 2 0
40 24 3 1
40 22 3 1
40 22 3 1
40 31 2 2
40 20 2 0
40 39 3 1
40 21 3 1
40 22 2 0
40 22 3 1
40 22 3 1
40 20 2 0
13 20 2 0
13 47 2 0
13 25 2 0
13 31 2 0
13 24 7 1
13 39 2 0
13 31 2 2
13 20 2 0
13 20 2 0
13 47 2 0
13 47 7 1
13 47 2 0
13 16 7 1
13 26 2 0
13 47 2 0
13 47 2 2
13 20 2 0
13 20 2 0
58 1 7 0
58 17 7 0
58 1 7 0
58 41 2 1
58 24 7 0
58 16 7 0
41 20 2 0
41 20 2 0
41 20 2 0
41 20 2 0
41 22 2 0
41 20 2 0
41 24 7 1
41 7 2 2
41 47 2 0
41 47 2 0
41 24 2 0
41 22 2 0
41 39 2 0
41 39 2 0
41 1 7 1
100 18 5 0
100 10 5 0
100 31 5 0
100 24 5 0
100 21 5 0
100 2 5 0
100 2 5 0
100 31 5 0
100 47 5 0
100 18 5 0
100 24 5 0
54 36 4 0
54 38 4 0
54 38 4 0
10 20 0 0
10 30 0 0
10 11 0 0
10 29 0 0
10 39 0 0
10 11 0 0
10 30 0 0
10 24 0 0
10 14 0 0
10 29 0 0
10 29 0 0
10 32 0 0
10 16 0 0
10 30 0 0
10 20 2 1
10 32 0 0
10 30 0 0
10 20 0 0
10 20 0 0
10 29 0 0
10 32 0 0
10 20 0 0
10 26 0 0
10 30 0 0
10 39 0 0
10 31 0 0
10 32 0 0
11 20 0 0
11 29 0 0
11 20 0 0
11 20 0 0
11 24 0 0
11 32 0 0
11 30 0 0
11 20 0 0
11 33 0 0
11 40 0 0
11 20 0 0
11 32 0 0
11 40 0 0
11 20 0 0
11 31 0 0
11 33 0 0
11 32 0 0
11 29 0 0
11 29 0 0
11 26 0 0
11 25 0 0
11 20 0 0
11 30 0 0
11 34 0 0
42 45 8 1
42 3 7 2
42 0 1 0
42 0 1 3
93 24 5 0
93 31 5 0
93 24 5 0
93 16 0 1
93 16 5 0
93 33 5 0
93 24 5 0
93 32 0 1
93 16 5 0
93 11 5 0
93 20 5 0
93 4 5 0
38 18 3 1
38 39 3 1
38 21 3 1
38 24 3 1
38 39 3 1
38 20 2 0
38 39 3 1
38 45 3 1
38 7 2 0
38 48 4 2
38 20 2 0
38 24 3 1
38 30 3 1
38 30 3 1
38 20 2 0
38 30 3 1
38 14 2 0
38 7 2 0
38 48 3 1
38 39 3 1
38 45 3 1
38 26 3 1
38 21 3 1
34 17 1 0
34 37 9 1
34 15 14 2
23 30 0 1
23 11 3 0
23 24 3 0
23 26 3 0
23 48 3 0
23 30 0 1
23 39 3 0
23 26 3 0
23 26 0 1
23 30 3 0
23 45 3 0
23 28 3 0
23 26 3 0
23 30 3 0
23 3 3 0
23 11 0 1
23 35 0 2
23 30 0 1
23 35 0 1
23 11 0 2
23 35 0 1
23 39 0 1
103 9 11 1
103 49 7 0
103 12 7 0
17 34 0 0
17 31 0 1
17 24 7 3
17 33 0 1
17 25 0 1
17 16 0 0
17 32 0 2
17 31 0 1
17 27 0 0
17 24 0 0
17 30 0 0
17 26 0 0
17 17 7 3
17 16 0 0
17 31 7 3
17 11 0 1
17 32 0 0
17 32 0 1
17 25 0 1
17 32 0 1
17 31 0 0
75 41 7 0
75 5 9 1
75 40 9 1
82 38 4 0
82 9 4 0
9 3 7 0
9 23 6 2
9 37 6 2
9 44 7 1
9 3 6 2
9 17 7 1
9 49 7 1
76 23 1 0
76 0 1 0
76 23 1 0
76 16 1 0
76 0 1 0
76 20 1 0
76 0 1 0
76 20 1 0
76 23 1 0
76 20 1 0
76 20 1 0
76 20 1 0
76 20 9 1
76 20 1 0
76 0 1 0
76 12 9 1
87 28 7 2
87 20 1 1
87 16 7 2
87 45 8 0
87 4 8 0
87 24 7 2
87 44 7 2
83 47 5 2
83 45 11 0
83 4 11 0
83 45 8 1
83 45 8 1
83 36 11 0
83 45 11 0
12 14 2 0
12 7 2 0
12 39 2 0
12 20 2 0
12 48 2 0
12 20 2 0
12 7 2 0
12 31 2 0
12 17 7 1
12 20 2 2
12 31 2 0
12 16 2 0
12 7 2 0
12 42 2 0
12 20 2 0
12 22 2 0
12 25 2 0
12 20 2 0
12 31 2 3
0 44 7 0
0 16 7 0
0 37 7 0
71 47 7 1
71 2 7 2
71 46 9 0
71 24 0 3
71 43 9 0
62 38 14 0
73 31 3 0
73 21 3 0
73 48 4 1
73 18 3 0
73 27 3 0
50 15 4 1
50 33 7 0
50 12 7 0
50 37 7 0
50 33 7 0
84 12 12 0
84 18 12 0
84 36 12 0
84 47 12 0
84 46 12 0
57 49 7 0
55 21 7 0
55 1 7 0
55 1 7 0
55 1 7 0
55 24 7 0
55 20 7 0
55 1 7 1
55 24 7 0
55 1 7 0
55 17 7 0
55 1 7 1
55 17 7 0
55 24 7 0
55 24 7 0
29 12 7 0
29 49 12 1
29 43 12 1
29 24 7 0
29 6 7 0
29 41 12 1
1 20 2 4
1 8 5 2
1 31 2 1
1 13 5 2
1 45 2 0
1 13 5 2
1 39 14 5
1 31 2 3
1 7 2 1
1 39 2 6
1 8 5 2
1 31 2 1
1 39 14 5
1 8 5 2
1 45 4 7
46 24 7 0
46 28 7 0
46 24 7 1
46 24 7 0
46 28 7 0
46 28 7 0
46 28 7 0
46 49 7 0
96 10 11 1
96 45 11 1
96 10 11 0
96 10 11 1
96 10 11 1
21 30 3 0
21 26 3 0
21 21 3 0
21 39 3 0
21 34 3 0
21 39 3 0
21 39 3 0
21 26 3 0
21 30 3 0
21 31 3 0
21 26 3 0
21 22 3 0
21 31 3 0
21 22 3 0
21 20 2 1
21 21 3 0
21 30 3 0
21 22 3 0
21 11 3 0
21 22 3 0
21 21 3 0
21 39 3 0
21 22 3 0
21 22 3 0
21 17 3 0
21 21 3 0
21 24 3 0
21 22 3 0
21 24 3 0
33 48 4 0
33 37 7 1
33 41 4 0
33 37 7 2
80 20 0 0
80 30 0 0
80 45 8 1
80 16 0 0
80 11 0 0
80 26 0 0
52 42 2 2
52 42 2 0
52 31 2 0
52 20 2 0
52 42 2 0
52 1 7 1
52 31 2 2
52 42 2 0
52 11 0 3
99 9 9 0
99 49 4 2
99 9 4 1
99 13 4 1
99 5 9 3
99 27 9 4
99 13 4 2
99 13 4 1
99 13 4 1
30 6 2 1
30 47 2 2
30 24 7 0
30 47 2 1
25 16 7 0
25 32 9 1
25 17 7 0
25 24 7 0
25 24 7 0
25 3 7 0
44 20 2 1
44 3 4 0
44 3 4 0
24 15 12 1
24 30 2 0
24 47 12 1
24 20 2 0
24 47 2 0
24 49 12 1
24 47 2 2
24 31 2 0
24 41 12 1
24 10 2 0
24 31 2 2
24 10 2 0
24 10 2 0
24 47 2 0
24 16 12 1
24 34 12 1
24 20 2 0
24 10 2 0
92 24 7 1
92 12 7 1
92 9 9 2
92 31 2 0
92 44 9 2
92 20 2 0
92 43 9 2
92 24 7 1
92 20 2 0
92 24 7 1
92 21 9 2
92 31 2 0
92 31 9 2
5 37 2 0
5 20 2 0
81 4 4 0
81 16 9 1
81 43 4 2
67 46 14 0
67 44 9 1
88 43 2 0
88 47 2 0
64 4 9 0
64 4 9 0
64 43 2 1
64 20 9 0
64 43 1 2
64 36 9 0
36 35 2 0
36 39 2 0
36 7 2 0
36 40 5 2
36 14 8 1
36 1 8 1
36 22 2 0
36 39 2 0
36 7 2 0
36 40 2 0
36 35 5 2
36 42 2 0
36 40 2 0
36 20 2 0
36 7 2 0
36 30 2 0
36 20 2 0
36 48 2 0
36 7 2 0
36 24 5 2
48 37 7 0
48 46 9 1
3 21 5 0
3 31 5 0
3 8 5 0
3 8 5 0
3 20 5 0
3 8 5 0
3 13 5 0
3 25 5 0
3 41 2 1
3 31 5 0
3 8 5 0
66 12 9 0
66 43 9 0
66 12 7 1
2 21 5 0
2 21 5 0
2 8 5 0
2 24 5 0
2 8 5 0
2 8 5 0
2 24 5 0
2 8 5 0
2 8 5 0
2 41 5 0
2 21 5 0
2 41 5 0
2 21 5 0
2 21 5 0
2 31 5 0
2 24 5 0
2 8 5 0
2 20 5 0
2 25 5 0
2 24 5 0
2 40 5 0
85 49 1 0
85 34 1 0
85 12 9 1
61 7 2 0
61 6 2 1
61 7 2 0
61 34 2 0
63 46 9 0
63 4 9 0
63 28 9 0
63 36 9 0
32 37 7 0
32 16 9 1
32 16 9 1
72 27 9 0
72 44 9 0
20 32 3 0
20 39 3 0
20 39 3 1
20 32 3 1
20 41 3 1
20 39 3 1
20 21 3 0
20 21 3 1
20 21 3 1
20 24 3 1
20 30 3 1
20 31 3 0
20 39 3 1
20 39 3 1
20 3 3 0
47 24 7 0
47 33 7 0
47 28 7 0
47 24 7 0
47 24 7 0
47 28 7 0
47 24 7 0
47 3 7 0
47 17 7 0
51 20 7 0
51 12 7 0
51 6 7 0
51 6 7 0
65 12 9 0
65 5 9 0
65 36 9 0
65 5 9 0
65 36 9 0
65 15 9 0
65 27 9 0
65 36 9 0
65 28 9 0
8 41 4 1
8 20 2 2
8 33 4 0
8 41 4 1
8 15 4 1
7 16 5 0
18 30 0 0
18 31 2 1
18 11 0 0
18 39 0 0
18 31 2 2
18 25 0 0
18 20 2 1
18 32 0 0
18 31 2 1
18 20 2 1
18 34 0 0
18 31 2 3
18 31 2 1
18 33 2 1
18 24 0 0
18 17 0 0
18 20 2 1
18 22 2 2
98 35 5 0
98 35 5 0
98 7 2 1
14 16 7 2
14 47 2 0
14 41 2 0
14 33 2 0
14 20 2 1
14 20 2 0
14 16 7 2
14 12 7 2
14 20 2 1
14 20 2 1
14 31 2 1
14 39 2 0
14 20 2 0
14 39 2 0
14 39 2 0
14 40 2 0
14 39 2 0
105 27 9 0
105 34 9 0
105 4 9 0
