d w z t
24 49 6 0
67 44 8 0
67 46 1 1
75 5 15 0
75 41 15 0
75 40 15 0
104 3 9 0
104 46 9 0
104 2 9 0
104 32 0 1
104 41 3 2
104 36 9 0
104 13 6 3
104 45 9 0
52 31 3 0
52 42 3 0
52 20 3 0
52 42 3 0
52 1 3 0
52 42 3 2
52 11 0 1
52 31 6 3
52 42 3 2
64 36 8 0
64 43 8 0
64 4 8 0
64 4 8 0
64 20 8 0
64 43 8 0
69 36 1 0
69 12 1 0
69 5 1 1
69 36 1 0
69 28 1 0
69 15 1 1
69 27 1 1
69 36 1 0
69 5 1 1
93 11 0 0
93 31 0 0
93 20 1 2
93 16 0 0
93 24 5 1
93 4 1 2
93 24 5 1
93 16 0 0
93 33 1 2
93 16 1 2
93 24 5 1
93 32 0 0
27 44 8 0
27 17 8 0
27 43 8 0
27 44 8 0
27 36 8 0
27 9 8 0
27 36 8 0
27 26 7 1
14 33 3 0
14 40 3 0
14 39 3 0
14 20 3 0
14 20 3 0
14 20 3 0
14 12 3 0
14 20 3 0
14 16 3 0
14 39 7 1
14 47 7 1
14 39 3 0
14 20 7 1
14 39 7 1
14 16 3 0
14 41 3 2
14 31 3 0
39 45 0 0
39 33 0 0
39 30 0 0
39 24 0 0
39 32 0 0
39 30 0 0
39 11 0 0
39 30 0 0
39 39 0 0
39 30 0 0
39 30 0 0
39 24 0 0
39 24 0 0
39 30 0 0
39 30 0 0
39 30 0 0
39 24 0 0
39 16 0 0
39 39 7 1
39 32 7 1
39 24 5 2
39 24 0 0
39 35 0 0
39 7 7 1
39 11 0 0
39 24 5 2
39 39 0 0
49 38 8 0
49 38 8 0
49 17 8 0
49 38 8 0
49 41 8 0
49 41 8 0
49 38 8 0
49 38 8 0
49 9 8 0
80 45 0 0
80 11 0 0
80 30 0 0
80 26 0 0
80 16 0 0
80 20 0 0
36 1 3 0
36 40 3 0
36 7 3 0
36 35 0 2
36 7 3 0
36 24 6 3
36 39 3 0
36 39 7 1
36 30 3 0
36 14 3 0
36 22 7 1
36 42 3 0
36 35 3 0
36 48 3 0
36 40 3 0
36 7 3 0
36 7 3 0
36 40 3 0
36 20 3 0
36 20 3 0
83 45 9 0
83 45 9 0
83 47 9 0
83 45 9 0
83 4 1 1
83 36 1 1
83 45 9 0
99 13 15 0
99 9 15 0
99 13 15 0
99 13 15 0
99 5 15 0
99 49 15 0
99 13 15 0
99 9 15 0
99 27 1 1
89 49 15 1
89 41 6 0
89 5 15 1
89 47 6 0
89 42 9 2
35 40 3 0
35 7 3 0
35 31 3 0
35 31 3 0
35 32 0 1
35 7 3 0
35 31 3 0
35 31 3 0
35 31 3 0
35 12 6 2
35 30 0 1
35 7 3 0
35 31 3 0
35 25 3 0
35 14 3 0
35 7 3 0
35 7 3 0
35 7 3 0
43 49 0 0
43 2 0 0
43 17 0 0
72 44 1 0
72 27 1 0
68 27 1 0
66 12 1 0
66 43 7 1
66 12 1 0
92 12 1 3
92 20 3 5
92 31 7 0
92 21 7 0
92 44 11 2
92 24 6 4
92 24 6 4
92 9 8 1
92 20 1 3
92 31 6 4
92 24 6 4
92 43 8 1
92 31 6 4
19 30 0 1
19 45 0 1
19 39 7 0
19 31 6 2
19 3 0 1
19 39 0 1
19 14 0 1
19 11 0 1
19 31 6 2
19 32 0 1
19 24 6 2
19 47 6 2
19 22 7 0
19 30 0 1
19 31 7 0
19 24 6 2
19 39 3 3
91 24 6 0
91 17 12 1
15 36 8 0
15 17 8 0
15 38 8 0
22 45 7 0
22 39 7 0
22 45 7 0
22 22 7 0
22 45 7 0
22 22 7 0
22 49 0 1
22 39 7 0
22 39 7 0
22 39 7 0
22 39 7 2
22 45 7 0
22 39 7 0
22 33 7 0
22 45 7 0
22 25 2 3
22 22 7 0
22 39 7 0
22 48 7 0
22 26 7 2
22 12 2 3
22 34 7 4
22 39 7 0
22 39 7 0
56 42 9 0
16 17 2 0
16 37 12 1
16 20 2 0
16 0 2 0
76 23 2 0
76 20 2 0
76 0 2 0
76 0 2 0
76 0 2 0
76 20 2 0
76 23 2 0
76 23 2 0
76 16 2 0
76 0 2 0
76 20 2 0
76 12 2 0
76 20 2 0
76 20 2 0
76 20 2 0
76 20 2 0
70 3 0 1
70 9 8 0
70 9 8 0
70 9 8 0
85 12 2 0
85 34 2 0
85 49 2 0
11 20 3 1
11 32 0 0
11 29 0 0
11 29 0 0
11 25 0 0
11 30 0 0
11 20 3 1
11 26 0 0
11 32 0 0
11 33 3 1
11 31 0 0
11 20 3 1
11 20 3 1
11 34 0 0
11 30 0 0
11 20 3 1
11 40 3 1
11 32 0 0
11 24 0 0
11 20 3 1
11 29 0 0
11 20 3 1
11 40 3 1
11 33 0 0
88 43 9 0
88 47 6 1
46 28 5 0
46 28 5 0
46 24 5 0
46 28 5 0
46 28 5 0
46 24 5 0
46 24 5 0
46 49 5 0
26 3 12 0
26 27 6 1
106 4 8 0
106 9 8 0
106 47 6 1
106 38 8 0
106 44 8 0
106 9 8 0
106 45 8 2
41 39 3 0
41 22 7 1
41 7 3 0
41 22 3 0
41 20 3 0
41 24 6 2
41 20 3 0
41 20 3 0
41 20 6 2
41 47 6 2
41 39 3 0
41 1 3 0
41 20 3 0
41 47 6 2
41 24 6 2
23 35 0 0
23 30 0 0
23 30 0 0
23 30 0 0
23 11 0 0
23 48 0 0
23 26 0 0
23 30 0 0
23 45 0 1
23 35 0 0
23 11 0 0
23 30 0 0
23 26 0 0
23 35 0 0
23 11 0 0
23 28 0 0
23 39 0 0
23 3 0 0
23 26 0 0
23 39 0 0
23 24 0 0
23 26 0 0
17 25 0 1
17 31 6 0
17 32 0 1
17 34 6 0
17 31 0 1
17 16 0 1
17 32 0 1
17 25 6 0
17 30 0 1
17 31 0 1
17 24 11 3
17 16 0 1
17 17 0 1
17 32 0 1
17 26 0 1
17 32 6 2
17 27 6 0
17 31 6 0
17 24 6 0
17 33 0 1
17 11 0 1
95 9 8 0
95 18 8 0
95 43 8 0
95 9 8 0
95 18 8 0
107 36 4 0
107 24 6 1
71 2 8 0
71 47 6 1
71 24 6 1
71 43 8 0
71 46 11 2
101 46 1 0
101 16 6 1
101 12 1 0
94 48 8 0
94 47 8 0
94 49 8 0
94 44 8 0
94 48 8 0
94 42 8 0
73 48 8 0
73 31 7 1
73 27 13 2
73 18 13 2
73 21 7 1
59 19 11 0
59 19 11 0
59 6 11 0
59 19 11 0
59 19 11 0
59 46 11 0
59 24 11 0
59 19 11 0
59 19 11 0
59 16 11 0
74 10 6 1
74 10 6 1
74 26 0 0
74 31 6 1
74 39 6 1
74 39 0 0
74 31 6 1
74 25 0 0
74 31 6 1
74 30 0 0
74 11 0 0
21 31 7 0
21 31 7 0
21 24 0 2
21 26 0 1
21 21 7 0
21 39 7 0
21 39 7 0
21 30 0 1
21 20 7 0
21 34 7 0
21 30 0 1
21 21 7 0
21 26 0 2
21 39 7 0
21 21 7 0
21 22 7 0
21 24 7 0
21 39 7 0
21 22 7 0
21 11 0 1
21 30 0 1
21 21 7 0
21 22 7 0
21 22 7 0
21 22 7 0
21 22 7 0
21 26 0 1
21 22 7 0
21 17 0 1
51 12 1 1
51 20 6 0
51 6 6 0
51 6 6 0
30 6 6 0
30 47 6 0
30 24 6 0
30 47 6 0
4 24 16 0
4 26 0 1
4 45 0 2
4 11 0 1
4 32 0 1
4 43 16 0
4 24 0 1
4 24 16 0
4 45 0 1
4 45 16 0
4 49 16 0
4 30 0 3
4 39 3 4
4 22 16 0
4 49 16 0
4 8 16 0
4 43 16 0
57 49 0 0
102 9 3 0
102 12 1 1
102 32 3 0
96 10 6 0
96 10 6 0
96 45 6 0
96 10 6 0
96 10 6 0
97 12 1 0
97 16 1 0
97 15 1 0
47 3 12 1
47 24 5 0
47 24 5 0
47 33 5 0
47 28 5 0
47 24 5 0
47 17 5 0
47 28 5 0
47 24 5 0
