d w z t
18 32 0 1
18 33 0 1
18 31 2 0
18 25 0 1
18 31 2 0
18 22 2 0
18 17 2 0
18 11 2 0
7 16 2 0
51 6 1 0
51 20 1 0
51 12 1 0
51 6 1 0
92 44 5 1
92 12 5 1
92 31 11 0
92 24 7 3
92 24 2 2
92 20 2 2
92 31 11 0
92 20 11 0
92 43 11 0
92 9 11 0
92 31 2 2
92 24 2 2
92 21 11 0
58 41 7 0
58 16 7 0
58 1 7 1
58 17 7 1
58 24 7 1
58 1 7 1
26 27 8 0
26 3 8 0
86 12 5 1
86 9 11 0
86 13 11 0
9 44 5 1
9 3 1 0
9 17 5 1
9 23 1 0
9 49 9 2
9 3 1 3
9 37 5 1
25 32 0 1
25 24 7 0
25 17 7 0
25 24 7 0
25 3 7 0
25 16 7 0
19 30 3 2
19 32 2 1
19 24 2 1
19 22 3 0
19 31 3 0
19 39 3 0
19 24 3 2
19 30 3 0
19 11 3 0
19 39 3 0
19 31 2 1
19 3 3 0
19 45 3 0
19 47 3 0
19 31 2 1
19 39 2 1
19 14 3 0
81 4 5 1
81 43 5 0
81 16 5 0
67 44 11 0
67 46 11 0
2 8 4 0
2 21 4 0
2 20 2 1
2 31 2 1
2 8 4 0
2 8 4 0
2 41 4 0
2 24 4 0
2 8 4 0
2 21 4 0
2 21 4 0
2 21 4 0
2 24 4 0
2 8 4 0
2 24 4 0
2 21 4 0
2 40 4 0
2 8 4 0
2 25 4 0
2 24 4 0
2 41 4 0
87 45 0 1
87 28 0 1
87 24 0 1
87 44 8 2
87 16 10 0
87 4 5 3
87 20 1 4
42 3 1 0
42 45 7 1
42 0 1 0
42 0 1 0
100 2 1 0
100 31 2 1
100 31 2 1
100 18 4 2
100 21 2 1
100 47 2 1
100 2 1 0
100 24 2 1
100 10 2 1
100 24 2 1
100 18 4 2
33 41 9 0
33 37 1 1
33 48 9 0
33 37 1 1
95 9 5 0
95 18 8 1
95 43 5 0
95 18 8 1
95 9 8 1
31 12 5 0
31 2 7 1
31 31 2 2
48 37 5 0
48 46 5 0
74 11 3 0
74 30 3 0
74 10 6 2
74 10 6 2
74 31 2 1
74 31 2 1
74 25 2 1
74 39 2 1
74 31 2 1
74 39 2 1
74 26 2 1
15 17 8 0
15 38 8 0
15 36 5 1
56 42 8 0
93 31 0 0
93 16 0 0
93 11 7 1
93 33 0 0
93 24 0 0
93 32 0 0
93 16 0 0
93 24 7 2
93 4 0 0
93 16 0 0
93 20 0 0
93 24 0 0
0 37 6 0
0 44 10 1
0 16 6 0
64 43 5 0
64 20 2 1
64 4 5 0
64 43 5 0
64 36 5 0
64 4 5 0
68 27 5 0
17 31 4 1
17 17 0 0
17 31 4 1
17 25 4 1
17 11 0 0
17 33 4 1
17 26 0 0
17 34 2 2
17 31 2 2
17 24 0 0
17 16 2 2
17 32 0 0
17 32 0 0
17 32 0 0
17 25 4 1
17 32 0 0
17 16 0 0
17 30 0 0
17 27 5 3
17 31 2 2
17 24 0 0
16 17 7 1
16 37 1 0
16 20 1 0
16 0 1 0
14 20 2 0
14 39 2 0
14 39 2 0
14 16 5 1
14 40 2 0
14 33 2 2
14 41 2 2
14 16 5 1
14 39 2 0
14 47 2 2
14 31 2 0
14 20 2 0
14 20 2 0
14 39 2 0
14 20 2 0
14 20 2 0
14 12 5 1
69 36 5 0
69 28 5 0
69 36 5 0
69 15 5 0
69 12 5 0
69 5 5 0
69 27 5 0
69 36 5 0
69 5 5 0
75 40 5 0
75 41 8 1
75 5 5 2
29 43 7 0
29 6 7 0
29 41 7 0
29 24 7 0
29 12 5 1
29 49 7 2
101 46 5 0
101 16 5 0
101 12 5 1
3 8 4 0
3 8 4 0
3 41 4 0
3 8 4 0
3 31 4 0
3 20 4 0
3 21 4 0
3 25 4 0
3 13 4 0
3 31 4 0
3 8 4 0
52 42 2 0
52 31 2 0
52 20 2 0
52 42 2 0
52 1 2 0
52 42 2 0
52 11 1 1
52 31 2 0
52 42 9 2
23 35 3 0
23 26 3 0
23 48 3 0
23 35 3 0
23 30 3 0
23 24 3 0
23 11 3 0
23 26 3 0
23 30 3 0
23 11 3 0
23 39 3 0
23 30 3 0
23 35 3 0
23 30 3 0
23 30 3 0
23 26 3 0
23 45 3 0
23 28 3 0
23 39 3 0
23 26 3 0
23 11 3 0
23 3 3 0
47 28 7 0
47 28 7 0
47 24 7 0
47 3 7 0
47 17 7 0
47 24 7 1
47 24 7 0
47 33 7 0
47 24 7 1
78 20 2 0
78 42 2 0
78 31 2 0
78 31 2 0
78 42 2 0
78 42 2 0
78 20 2 0
44 20 7 0
44 3 11 1
44 3 7 0
49 9 8 0
49 38 8 0
49 41 8 0
49 38 8 0
49 38 8 0
49 38 8 0
49 38 8 0
49 17 8 0
49 41 8 0
22 39 3 0
22 34 3 0
22 39 3 0
22 45 3 0
22 45 3 0
22 39 3 0
22 22 3 0
22 39 3 0
22 45 3 0
22 39 3 0
22 33 3 0
22 49 3 0
22 45 3 0
22 39 3 0
22 25 3 0
22 22 3 1
22 39 3 1
22 39 3 1
22 22 3 0
22 45 3 0
22 39 3 0
22 26 3 0
22 12 3 1
22 48 3 0
5 37 5 0
5 20 5 0
8 41 8 2
8 20 2 1
8 33 4 0
8 41 2 1
8 15 4 3
65 5 5 0
65 36 5 0
65 27 5 0
65 5 5 0
65 36 5 1
65 36 5 0
65 12 5 0
65 28 5 0
65 15 5 0
97 12 5 0
97 16 5 0
97 15 5 0
28 24 3 0
28 3 3 0
28 24 3 0
28 11 3 0
28 39 3 0
28 39 3 0
28 30 3 0
28 24 3 0
28 29 3 0
28 29 3 0
28 29 3 0
28 24 3 0
28 11 3 0
66 12 5 0
66 12 5 1
66 43 5 1
96 10 6 0
96 45 6 0
96 10 6 0
96 10 6 0
96 10 6 0
20 39 3 0
20 21 3 0
20 39 3 0
20 24 3 0
20 21 3 0
20 39 3 0
20 39 3 0
20 31 2 1
20 32 3 0
20 39 3 0
20 30 3 0
20 3 3 0
20 41 8 2
20 21 3 0
20 32 3 0
12 7 2 1
12 48 2 1
12 39 2 1
12 7 2 1
12 17 1 0
12 20 1 2
12 16 1 0
12 31 4 3
12 25 2 1
12 31 2 1
12 20 2 1
12 22 2 1
12 20 1 0
12 20 2 1
12 20 2 1
12 42 1 0
12 7 2 1
12 14 2 1
12 31 2 1
40 7 2 0
40 39 2 0
40 32 2 0
40 31 2 0
40 22 2 0
40 22 2 0
40 39 2 0
40 39 2 0
40 47 2 0
40 20 2 0
40 24 2 0
40 21 2 0
40 22 2 0
40 6 2 0
40 39 2 0
40 7 2 0
40 21 3 1
40 39 2 0
40 20 2 0
40 34 2 0
40 22 2 0
40 22 2 0
40 20 2 0
40 39 2 0
40 22 2 0
40 31 2 0
55 1 7 2
55 17 7 0
55 1 7 2
55 24 7 2
55 1 7 0
55 24 7 0
55 20 7 2
55 24 7 0
55 1 7 2
55 1 7 0
55 1 7 2
55 17 7 2
55 24 7 1
55 21 7 0
84 12 5 1
84 46 5 2
84 36 5 2
84 18 3 0
84 47 5 2
4 49 3 0
4 24 3 0
4 45 3 0
4 26 3 0
4 22 3 0
4 45 3 0
4 49 3 0
4 43 3 0
4 30 3 0
4 43 3 0
4 39 3 0
4 24 3 0
4 11 3 0
4 8 3 0
4 32 3 0
4 24 3 0
4 45 3 0
90 20 1 0
90 23 1 0
90 20 1 0
90 23 1 0
90 0 1 0
90 20 1 0
90 0 1 0
90 23 1 0
90 0 1 0
90 20 1 0
90 20 1 0
90 0 1 0
90 12 1 0
90 20 1 0
90 20 1 0
45 27 5 0
45 12 5 0
45 45 9 1
45 34 5 0
45 46 5 0
46 24 7 0
46 49 7 0
46 28 7 0
46 24 7 0
46 24 7 1
46 28 7 1
46 28 7 0
46 28 7 1
30 47 1 0
30 6 1 0
30 47 8 1
30 24 1 0
50 33 4 1
50 37 5 0
50 12 5 0
50 33 5 0
50 15 5 0
59 6 10 0
59 24 7 1
59 16 7 1
59 19 10 0
59 19 10 0
59 19 10 0
59 19 10 0
59 46 7 1
59 19 10 0
59 19 10 0
102 32 1 0
102 12 1 0
102 9 1 0
53 19 8 0
53 41 8 0
53 24 3 1
53 41 8 0
35 40 2 0
35 7 2 0
35 25 2 0
35 31 2 0
35 31 2 0
35 7 2 0
35 7 2 0
35 7 2 0
35 7 2 0
35 31 2 0
35 31 2 0
35 30 2 0
35 31 2 0
35 32 2 0
35 7 2 0
35 12 2 0
35 31 2 0
35 14 2 0
32 37 7 0
32 16 7 0
32 16 7 0
108 24 7 0
108 3 7 0
99 13 11 0
99 13 11 0
99 13 11 0
99 9 8 1
99 49 11 0
99 13 11 0
99 5 11 0
99 9 11 0
99 27 11 0
104 13 11 1
104 41 4 0
104 46 11 1
104 32 9 2
104 45 9 2
104 36 9 2
104 3 11 1
104 2 7 3
6 24 7 2
6 30 0 1
6 13 11 0
6 13 11 0
6 26 0 1
6 31 11 0
6 31 11 0
6 6 7 2
6 24 7 2
6 6 0 1
6 31 11 0
6 2 7 2
72 27 5 0
72 44 5 0
106 45 8 0
106 9 8 0
106 4 5 1
106 47 8 0
106 44 8 0
106 38 8 0
106 9 8 0
